School Year,Division,School,Subject Area,Pass Rate,School Code,Correct,Address
2011-2012,Chesterfield County ,Ecoff Elementary,Mathematics,68.90%,106,Exact Location,"Ecoff Elementary, 5200 Ecoff Ave., Chester, VA, 23831"
2011-2012,Covington City ,Edgemont Primary,Mathematics,59.42%,106,Exact Location,"Edgemont Primary, 574 West Indian Valley Road, Covington, VA, 24426"
2011-2012,Augusta County ,Edward G. Clymore Elementary,Mathematics,61.83%,106,Exact Location,"Edward G. Clymore Elementary, 184 Fort Defiance Rd, Fort Defiance, VA, 24437"
2011-2012,Danville City ,Edwin A. Gibson Middle,Mathematics,65.52%,106,No Exact Location,"Edwin A. Gibson Middle, Danville City , VA"
2011-2012,Chesapeake City ,Edwin W. Chittum Elementary,Mathematics,78.30%,106,Exact Location,"Edwin W. Chittum Elementary, 2008 Dock Landing Rd, Chesapeake, VA, 23321"
2011-2012,Chesterfield County ,Elizabeth Davis Middle,Mathematics,73.50%,106,Exact Location,"Elizabeth Davis Middle, 601 Corvus Court, Chester, VA, 23836"
2011-2012,Chesterfield County ,Elizabeth Scott Elementary,Mathematics,84.00%,106,Exact Location,"Elizabeth Scott Elementary, 813 Beginners Trail Loop, Chester, VA, 23836"
2011-2012,Sussex County ,Ellen W. Chambliss Elementary,Mathematics,56.82%,106,No Exact Location,"Ellen W. Chambliss Elementary, Sussex County , VA"
2011-2012,Amherst County ,Elon Elementary,Mathematics,69.17%,106,Exact Location,"Elon Elementary, 147 Younger Dr, Madison Heights, VA, 24572"
2011-2012,Culpeper County ,Emerald Hill Elementary,Mathematics,72.18%,106,Exact Location,"Emerald Hill Elementary, 11245 Rixeyville Rd, Culpeper, VA, 22701"
2011-2012,Buena Vista City ,Enderly Heights Elementary,Mathematics,35.00%,106,Exact Location,"Enderly Heights Elementary, 101 Woodland Ave, Buena Vista, VA, 24416"
2011-2012,Chesterfield County ,Enon Elementary,Mathematics,86.31%,106,Exact Location,"Enon Elementary, 2001 E. Hundred Rd., Chester, VA, 23836"
2011-2012,Dickenson County ,Ervinton Elementary,Mathematics,65.43%,106,Exact Location,"Ervinton Elementary, 195 Ervinton Circle, Nora, VA, 24272"
2011-2012,Dickenson County ,Ervinton High,Mathematics,27.46%,106,No Exact Location,"Ervinton High, Dickenson County , VA"
2011-2012,Essex County ,Essex High,Mathematics,30.79%,106,Exact Location,"Essex High, PO Box 1006, Tappahannock, VA, 22560"
2011-2012,Essex County ,Essex Intermediate,Mathematics,56.26%,106,Exact Location,"Essex Intermediate, PO Box 609, Tappahannock, VA, 22560"
2011-2012,Chesterfield County ,Ettrick Elementary,Mathematics,52.08%,106,Exact Location,"Ettrick Elementary, 20910 Chesterfield Ave., Ettrick, VA, 23803"
2011-2012,Charlotte County ,Eureka Elementary,Mathematics,79.47%,106,Exact Location,"Eureka Elementary, 315 Eureka School Rd, Keysville, VA, 23947"
2011-2012,Chesterfield County ,Evergreen Elementary,Mathematics,78.72%,106,Exact Location,"Evergreen Elementary, 1701 Evergreen East Pkwy., Midlothian, VA, 23114"
2011-2012,Lee County ,Ewing Elementary,Mathematics,67.92%,106,No Exact Location,"Ewing Elementary, Lee County , VA"
2011-2012,Buena Vista City ,F.W. Kling Jr. Elementary,Mathematics,29.17%,106,Exact Location,"F.W. Kling Jr. Elementary, 3400 Lombardy Ave, Buena Vista, VA, 24416"
2011-2012,Chesterfield County ,Falling Creek Elementary,Mathematics,65.85%,780,Exact Location,"Falling Creek Elementary, 4800 Hopkins Rd., Richmond, VA, 23234"
2011-2012,Chesterfield County ,Falling Creek Middle,Mathematics,54.49%,780,Exact Location,"Falling Creek Middle, 4724 Hopkins Rd., Richmond, VA, 23234"
2011-2012,Alleghany County ,Falling Spring Elementary,Mathematics,68.92%,780,No Exact Location,"Falling Spring Elementary, Alleghany County , VA"
2011-2012,Carroll County ,Fancy Gap Elementary School,Mathematics,86.42%,780,Exact Location,"Fancy Gap Elementary School, 63 Winding Ridge Rd, Fancy Gap, VA, 24328"
2011-2012,Culpeper County ,Farmington Elementary,Mathematics,76.21%,780,Exact Location,"Farmington Elementary, 500 Sunset Ln, Culpeper, VA, 22701"
2011-2012,Henry County ,Fieldale-Collinsville Middle ,Mathematics,66.49%,780,No Exact Location,"Fieldale-Collinsville Middle , Henry County , VA"
2011-2012,Culpeper County ,Floyd T. Binns Middle,Mathematics,72.80%,440,Exact Location,"Floyd T. Binns Middle, 205 Grandview Ave., Culpeper, VA, 22201"
2011-2012,Bedford County ,Forest Elementary,Mathematics,75.11%,440,Exact Location,"Forest Elementary, One Scholar Lane, Forest, VA, 24551"
2011-2012,Danville City ,Forest Hills Elementary,Mathematics,86.99%,440,Exact Location,"Forest Hills Elementary, 155 Mountain View Ave, Danville, VA, 24541"
2011-2012,Bedford County ,Forest Middle,Mathematics,70.11%,440,Exact Location,"Forest Middle, 100 Ashwood Dr, Forest, VA, 24551"
2011-2012,Augusta County ,Fort Defiance High,Mathematics,60.00%,440,Exact Location,"Fort Defiance High, 195 Fort Defiance Rd, Fort Defiance, VA, 24437"
2011-2012,Alexandria City ,Francis C. Hammond Middle,Mathematics,53.68%,440,Exact Location,"Francis C. Hammond Middle, 4646 Seminary Rd, Alexandria, VA, 22304"
2011-2012,Alexandria City ,Francis Hammond 2 Middle,Mathematics,52.98%,440,Exact Location,"Francis Hammond 2 Middle, 4646 Seminary Road, Alexandria, VA, 22304"
2011-2012,Alexandria City ,Francis Hammond 3 Middle,Mathematics,43.35%,440,Exact Location,"Francis Hammond 3 Middle, 4646 Seminary Road, Alexandria, VA, 22304"
2011-2012,Arlington County ,Francis Scott Key Elementary,Mathematics,78.24%,440,Exact Location,"Francis Scott Key Elementary, 2300 Key Blvd, Arlington, VA, 22201"
2011-2012,Franklin County ,Franklin County High,Mathematics,56.79%,30,No Exact Location,"Franklin County High, Franklin County , VA"
2011-2012,Loudoun County ,Freedom High ,Mathematics,51.77%,30,No Exact Location,"Freedom High , Loudoun County , VA"
2011-2012,Prince William County ,Freedom High ,Mathematics,43.18%,30,No Exact Location,"Freedom High , Prince William County , VA"
2011-2012,Chesapeake City ,G.A. Treakle Elementary,Mathematics,61.72%,30,Exact Location,"G.A. Treakle Elementary, 2500 Gilmerton Rd, Chesapeake, VA, 23323"
2011-2012,Danville City ,G.L.H. Johnson Elementary,Mathematics,62.39%,30,Exact Location,"G.L.H. Johnson Elementary, 680 Arnett Blvd, Danville, VA, 24540"
2011-2012,Danville City ,Galileo Magnet High,Mathematics,77.33%,30,Exact Location,"Galileo Magnet High, 230 S. Ridge St., Danville, VA, 24541"
2011-2012,Newport News City ,George J. McIntosh Elementary ,Mathematics,55.45%,30,No Exact Location,"George J. McIntosh Elementary , Newport News City , VA"
2011-2012,Richmond City ,George Mason Elementary,Mathematics,60.78%,30,Exact Location,"George Mason Elementary, 2601 Cameron Mills Rd, Alexandria, VA, 22302"
2011-2012,Alexandria City ,George Mason Elementary,Mathematics,70.40%,30,Exact Location,"George Mason Elementary, 2601 Cameron Mills Rd, Alexandria, VA, 22302"
2011-2012,Chesapeake City ,George W. Carver Intermediate,Mathematics,52.18%,30,Exact Location,"George W. Carver Intermediate, 2601 Broad St, Chesapeake, VA, 23324"
2011-2012,Alexandria City ,George Washington 2 Middle,Mathematics,48.31%,30,Exact Location,"George Washington 2 Middle, 1005 Mt. Vernon Avenue, Alexandria, VA, 22301"
2011-2012,Danville City ,George Washington High,Mathematics,58.21%,30,Exact Location,"George Washington High, 701 Broad St, Danville, VA, 24541"
2011-2012,Alexandria City ,George Washington Middle,Mathematics,60.37%,30,Exact Location,"George Washington Middle, 1005 Mt Vernon Ave, Alexandria, VA, 22301"
2011-2012,Chesapeake City ,Georgetown Primary,Mathematics,75.79%,30,Exact Location,"Georgetown Primary, 436 Providence Rd, Chesapeake, VA, 23325"
2011-2012,Norfolk City ,Ghent Elementary,Mathematics,78.34%,30,No Exact Location,"Ghent Elementary, Norfolk City , VA"
2011-2012,Carroll County ,Gladesboro Elementary School,Mathematics,39.66%,30,Exact Location,"Gladesboro Elementary School, 7845 Snake Creek, Hillsville, VA, 24343"
2011-2012,Carroll County ,Gladeville Elementary School,Mathematics,63.70%,30,Exact Location,"Gladeville Elementary School, 3117 Glendale Rd, Galax, VA, 24333"
2011-2012,Arlington County ,Glebe Elementary,Mathematics,83.51%,30,Exact Location,"Glebe Elementary, 1770 N. Glebe Road, Arlington, VA, 22207"
2011-2012,Buckingham County ,Gold Hill Elementary,Mathematics,58.23%,870,No Exact Location,"Gold Hill Elementary, Buckingham County , VA"
2011-2012,Bedford County ,Goodview Elementary,Mathematics,49.61%,870,Exact Location,"Goodview Elementary, 1374 Rivermont Academy Rd, Goodview, VA, 24095"
2011-2012,Orange County ,Gordon Barbour Elementary,Mathematics,77.27%,870,No Exact Location,"Gordon Barbour Elementary, Orange County , VA"
2011-2012,Manassas City ,Grace E. Metz Middle ,Mathematics,49.81%,1031,No Exact Location,"Grace E. Metz Middle , Manassas City , VA"
2011-2012,Chesterfield County ,Grange Hall Elementary,Mathematics,83.67%,1031,Exact Location,"Grange Hall Elementary, 19301 Hull Street Rd., Moseley, VA, 23120"
2011-2012,Chesapeake City ,Grassfield Elementary,Mathematics,75.45%,1031,Exact Location,"Grassfield Elementary, 2248 Averill Dr., Chesapeake, VA, 23323"
2011-2012,Chesapeake City ,Grassfield High,Mathematics,77.02%,1031,Exact Location,"Grassfield High, 2007 Grizzly Trail, Chesapeake, VA, 23323"
2011-2012,Chesapeake City ,Great Bridge High,Mathematics,62.91%,1031,Exact Location,"Great Bridge High, 301 West Hanbury Rd, Chesapeake, VA, 23322"
2011-2012,Chesapeake City ,Great Bridge Intermediate,Mathematics,83.42%,1031,Exact Location,"Great Bridge Intermediate, 253 West Hanbury Rd, Chesapeake, VA, 23322"
2011-2012,Chesapeake City ,Great Bridge Middle,Mathematics,80.60%,1031,Exact Location,"Great Bridge Middle, 441 Battlefield Blvd S, Chesapeake, VA, 23322"
2011-2012,Charlottesville City ,Greenbrier Elementary,Mathematics,91.18%,10,Exact Location,"Greenbrier Elementary, 2228 Greenbrier Drive, Charlottesville, VA, 22901"
2011-2012,Chesapeake City ,Greenbrier Intermediate,Mathematics,67.13%,10,Exact Location,"Greenbrier Intermediate, 1701 River Birch Run N, Chesapeake, VA, 23320"
2011-2012,Chesapeake City ,Greenbrier Middle,Mathematics,70.74%,10,Exact Location,"Greenbrier Middle, 1016 Greenbrier Pkwy, Chesapeake, VA, 23320"
2011-2012,Botetourt County ,Greenfield Elementary,Mathematics,71.63%,10,Exact Location,"Greenfield Elementary, 10751 Savoy Rd., Richmond, VA, 23235"
2011-2012,Chesterfield County ,Greenfield Elementary,Mathematics,82.76%,10,Exact Location,"Greenfield Elementary, 10751 Savoy Rd., Richmond, VA, 23235"
2011-2012,Henrico County ,Greenwood Elementary ,Mathematics,75.96%,10,No Exact Location,"Greenwood Elementary , Henrico County , VA"
2011-2012,Buchanan County ,Grundy High,Mathematics,64.84%,10,Exact Location,"Grundy High, 1300 Golden Wave Drive, Grundy, VA, 24614"
2011-2012,Arlington County ,Gunston Middle,Mathematics,66.30%,10,Exact Location,"Gunston Middle, 2700 S Lang St, Arlington, VA, 22206"
2011-2012,Augusta County ,Guy K. Stump Elementary,Mathematics,65.06%,10,Exact Location,"Guy K. Stump Elementary, 115 Draft Ave, Stuarts Draft, VA, 24477"
2011-2012,Chesterfield County ,Harrowgate Elementary,Mathematics,71.16%,10,Exact Location,"Harrowgate Elementary, 15501 Harrowgate Rd., Chester, VA, 23831"
2011-2012,Dickenson County ,Haysi High,Mathematics,47.67%,10,Exact Location,"Haysi High, 196 Tiger Circle, Haysi, VA, 24256"
2011-2012,Franklin County ,Henry Elementary,Mathematics,69.70%,10,Exact Location,"Henry Elementary, 701 S Highland St, Arlington, VA, 22204"
2011-2012,Arlington County ,Henry Elementary,Mathematics,84.66%,10,Exact Location,"Henry Elementary, 701 S Highland St, Arlington, VA, 22204"
2011-2012,Chesapeake City ,Hickory Elementary,Mathematics,80.21%,540,Exact Location,"Hickory Elementary, 109 Benefit Road, Chesapeake, VA, 23322"
2011-2012,Chesapeake City ,Hickory High,Mathematics,64.10%,540,Exact Location,"Hickory High, 1996 Hawk Blvd, Chesapeake, VA, 23322"
2011-2012,Chesapeake City ,Hickory Middle,Mathematics,77.66%,540,Exact Location,"Hickory Middle, 1997 Hawk Blvd, Chesapeake, VA, 23322"
2011-2012,Bristol City ,Highland View Elementary,Mathematics,32.22%,540,Exact Location,"Highland View Elementary, 1405 Eads St, Bristol, VA, 24201"
2011-2012,Carroll County ,Hillsville Elementary School,Mathematics,57.01%,540,Exact Location,"Hillsville Elementary School, 90 Patriot Lane, Hillsville, VA, 24343"
2011-2012,Arlington County ,Hoffman-Boston Elementary,Mathematics,62.83%,540,Exact Location,"Hoffman-Boston Elementary, 1415 S Queen St, Arlington, VA, 22204"
2011-2012,Albemarle County ,Hollymead Elementary,Mathematics,79.78%,600,Exact Location,"Hollymead Elementary, 2775 Powell Creek Drive, Charlottesville, VA, 22911"
2011-2012,Henrico County ,Holman Middle ,Mathematics,89.78%,600,No Exact Location,"Holman Middle , Henrico County , VA"
2011-2012,Chesterfield County ,Hopkins Road Elementary,Mathematics,68.68%,600,Exact Location,"Hopkins Road Elementary, 6000 Hopkins Rd., Richmond, VA, 23234"
2011-2012,Bedford County ,Huddleston Elementary,Mathematics,52.48%,600,Exact Location,"Huddleston Elementary, 1027 Huddleston Drive, Huddleston, VA, 24104"
2011-2012,Chesapeake City ,Hugo A. Owens Middle,Mathematics,69.15%,600,Exact Location,"Hugo A. Owens Middle, 1997 Horseback Run, Chesapeake, VA, 23323"
2011-2012,Henrico County ,Hungary Creek Middle ,Mathematics,68.14%,600,No Exact Location,"Hungary Creek Middle , Henrico County , VA"
2011-2012,Buchanan County ,Hurley Elementary/Middle,Mathematics,54.05%,600,Exact Location,"Hurley Elementary/Middle, 6911 Hurley Road, Hurley, VA, 24620"
2011-2012,Buchanan County ,Hurley High,Mathematics,51.79%,600,Exact Location,"Hurley High, 6339 Hurley Road, Hurley, VA, 24620"
2011-2012,Chesapeake City ,Indian River High,Mathematics,48.09%,800,Exact Location,"Indian River High, 1969 Braves Trl, Chesapeake, VA, 23325"
2011-2012,Chesapeake City ,Indian River Middle,Mathematics,72.65%,800,Exact Location,"Indian River Middle, 2300 Old Greenbrier Rd, Chesapeake, VA, 23325"
2011-2012,Danville City ,Irvin W. Taylor Elementary,Mathematics,45.65%,800,No Exact Location,"Irvin W. Taylor Elementary, Danville City , VA"
2011-2012,Chesterfield County ,J.A. Chalkley Elementary,Mathematics,68.60%,800,Exact Location,"J.A. Chalkley Elementary, 8800 Jacobs Rd, Chesterfield, VA, 23832"
2011-2012,Chesterfield County ,J.B. Watkins Elementary,Mathematics,79.80%,800,Exact Location,"J.B. Watkins Elementary, 501 Coalfield Rd., Midlothian, VA, 23114"
2011-2012,Prince George County ,J.E.J. Moore Middle ,Mathematics,73.09%,800,No Exact Location,"J.E.J. Moore Middle , Prince George County , VA"
2011-2012,Chesterfield County ,J.G. Hening Elementary,Mathematics,73.23%,800,Exact Location,"J.G. Hening Elementary, 5230 Chicora Dr., Richmond, VA, 23234"
2011-2012,Norton City ,J.I. Burton High ,Mathematics,45.53%,800,No Exact Location,"J.I. Burton High , Norton City , VA"
2011-2012,Buchanan County ,J.M. Bevins Elementary,Mathematics,32.00%,800,Exact Location,"J.M. Bevins Elementary, 8668 Slate Creek Road, Grundy, VA, 24614"
2011-2012,Newport News City ,J.M. Dozier Middle ,Mathematics,61.40%,800,No Exact Location,"J.M. Dozier Middle , Newport News City , VA"
2011-2012,Albemarle County ,Jack Jouett Middle,Mathematics,83.72%,800,Exact Location,"Jack Jouett Middle, 210 Lambs Lane, Charlottesville, VA, 22901"
2011-2012,Albemarle County ,Jackson P. Burley Middle,Mathematics,78.96%,800,Exact Location,"Jackson P. Burley Middle, 901 Rose Hill Drive, Charlottesville, VA, 22903"
2011-2012,Charlottesville City ,Jackson-Via Elementary,Mathematics,69.70%,800,Exact Location,"Jackson-Via Elementary, 508 Harris Road, Charlottesville, VA, 22903"
2011-2012,Chesterfield County ,Jacobs Road Elementary,Mathematics,79.78%,800,Exact Location,"Jacobs Road Elementary, 8800 Jacobs Rd., Chesterfield, VA, 23832"
2011-2012,Alexandria City ,James K. Polk Elementary,Mathematics,56.98%,800,Exact Location,"James K. Polk Elementary, 5000 Polk Ave, Alexandria, VA, 22304"
2011-2012,Chesterfield County ,James River High,Mathematics,55.69%,800,Exact Location,"James River High, 3700 James River Rd., Midlothian, VA, 23113"
2011-2012,Botetourt County ,James River High,Mathematics,60.89%,800,Exact Location,"James River High, 3700 James River Rd., Midlothian, VA, 23113"
2011-2012,Brunswick County ,James S. Russell Middle,Mathematics,53.30%,800,Exact Location,"James S. Russell Middle, 19400 Christanna  Hwy, Lawrenceville, VA, 23868"
2011-2012,Arlington County ,Jamestown Elementary,Mathematics,88.85%,800,Exact Location,"Jamestown Elementary, 3700 N Delaware St, Arlington, VA, 22207"
2011-2012,Sussex County ,Jefferson Elementary,Mathematics,54.29%,800,No Exact Location,"Jefferson Elementary, Sussex County , VA"
2011-2012,Bedford County ,Jefferson Forest High,Mathematics,57.12%,800,Exact Location,"Jefferson Forest High, 1 Cavalier Circle, Forest, VA, 24551"
2011-2012,Arlington County ,Jefferson Middle,Mathematics,69.02%,800,Exact Location,"Jefferson Middle, 125 S Old Glebe Rd, Arlington, VA, 22204"
2011-2012,Alexandria City ,Jefferson-Houston Elementary,Mathematics,34.38%,800,Exact Location,"Jefferson-Houston Elementary, 1501 Cameron St, Alexandria, VA, 22314"
2011-2012,Covington City ,Jeter-Watson Intermediate,Mathematics,42.03%,800,Exact Location,"Jeter-Watson Intermediate, 560 West Indian Valley Road, Covington, VA, 24426"
2011-2012,Danville City ,JM Langston Focus School,Mathematics,17.56%,800,Exact Location,"JM Langston Focus School, 228 Cleveland Street, Danville, VA, 24541"
2011-2012,Alexandria City ,John Adams Elementary,Mathematics,50.34%,800,Exact Location,"John Adams Elementary, 5651 Rayburn Ave, Alexandria, VA, 22311"
2011-2012,Loudoun County ,John W. Tolbert Jr. Elementary ,Mathematics,70.02%,360,No Exact Location,"John W. Tolbert Jr. Elementary , Loudoun County , VA"
2011-2012,Charlottesville City ,Johnson Elementary,Mathematics,69.23%,360,Exact Location,"Johnson Elementary, 1645 Cherry Avenue, Charlottesville, VA, 22903"
2011-2012,Clarke County ,Johnson-Williams Middle,Mathematics,59.85%,360,Exact Location,"Johnson-Williams Middle, 200 Swan Ave, Berryville, VA, 22611"
2011-2012,Chesapeake City ,Jolliff Middle,Mathematics,69.06%,360,Exact Location,"Jolliff Middle, 1021 Jolliff Rd., Chesapeake, VA, 23321"
2011-2012,Albemarle County ,Joseph T. Henley Middle,Mathematics,94.01%,360,Exact Location,"Joseph T. Henley Middle, 5880 Rockfish Gap Turnpike, Crozet, VA, 22932"
2011-2012,Bristol City ,Joseph Van Pelt Elementary,Mathematics,65.71%,360,Exact Location,"Joseph Van Pelt Elementary, 200 Spring Hill Terrace, Bristol, VA, 24201"
2011-2012,Accomack County ,Kegotank Elementary,Mathematics,65.61%,360,Exact Location,"Kegotank Elementary, PO Box 28, Mappsville, VA, 23407"
2011-2012,Arlington County ,Kenmore Middle,Mathematics,58.69%,690,Exact Location,"Kenmore Middle, 200 S Carlin Springs Rd, Arlington, VA, 22204"
2011-2012,Lee County ,Keokee Elementary,Mathematics,41.67%,690,No Exact Location,"Keokee Elementary, Lee County , VA"
2011-2012,Newport News City ,L.F. Palmer Elementary ,Mathematics,57.25%,580,No Exact Location,"L.F. Palmer Elementary , Newport News City , VA"
2011-2012,Mecklenburg County ,LaCrosse Elementary ,Mathematics,51.50%,580,No Exact Location,"LaCrosse Elementary , Mecklenburg County , VA"
2011-2012,Augusta County ,Ladd Elementary,Mathematics,75.00%,580,No Exact Location,"Ladd Elementary, Augusta County , VA"
2011-2012,Norfolk City ,Lake Taylor High ,Mathematics,30.95%,580,No Exact Location,"Lake Taylor High , Norfolk City , VA"
2011-2012,Portsmouth City ,Lakeview Elementary,Mathematics,65.68%,580,Exact Location,"Lakeview Elementary, 401 Taswell Ave, Colonial Heights, VA, 23834"
2011-2012,Colonial Heights City ,Lakeview Elementary,Mathematics,67.50%,580,Exact Location,"Lakeview Elementary, 401 Taswell Ave, Colonial Heights, VA, 23834"
2011-2012,Carroll County ,Laurel Elementary School,Mathematics,54.55%,970,Exact Location,"Laurel Elementary School, 26 Pleasant View Road, Austinville, VA, 24312"
2011-2012,Henry County ,Laurel Park Middle ,Mathematics,63.73%,970,No Exact Location,"Laurel Park Middle , Henry County , VA"
2011-2012,Campbell County ,Leesville Road Elementary,Mathematics,74.56%,970,Exact Location,"Leesville Road Elementary, 19965 Leesville Road, Lynchburg, VA, 24502"
2011-2012,Loudoun County ,Legacy Elementary ,Mathematics,79.68%,970,No Exact Location,"Legacy Elementary , Loudoun County , VA"
2011-2012,Albemarle County ,Leslie H. Walton Middle,Mathematics,67.36%,970,Exact Location,"Leslie H. Walton Middle, 4217 Red Hill Road, Charlottesville, VA, 22903"
2011-2012,Caroline County ,Lewis & Clark Elementary,Mathematics,77.90%,970,Exact Location,"Lewis & Clark Elementary, 18101 Clark & York Blvd, Ruther Glen, VA, 22546"
2011-2012,Bedford County ,Liberty High,Mathematics,37.53%,970,Exact Location,"Liberty High, 100 Liberty Minutemen Dr, Bedford, VA, 24523"
2011-2012,Fauquier County ,Liberty High,Mathematics,56.42%,970,Exact Location,"Liberty High, 100 Liberty Minutemen Dr, Bedford, VA, 24523"
2011-2012,Chesterfield County ,Lloyd C. Bird High,Mathematics,43.31%,330,Exact Location,"Lloyd C. Bird High, 10301 Courthouse Rd., Chesterfield, VA, 23832"
2011-2012,Arlington County ,Long Branch Elementary,Mathematics,84.21%,9997,Exact Location,"Long Branch Elementary, 33 N Fillmore St, Arlington, VA, 22201"
2011-2012,Dickenson County ,Longs Fork Elementary,Mathematics,58.38%,9997,Exact Location,"Longs Fork Elementary, 1280 Browning Hollow, Clintwood, VA, 24228"
2011-2012,Botetourt County ,Lord Botetourt High,Mathematics,57.54%,9997,Exact Location,"Lord Botetourt High, 1435 Roanoke Rd, Daleville, VA, 24083"
2011-2012,Hampton City ,Luther W. Machen Elementary ,Mathematics,38.29%,9997,No Exact Location,"Luther W. Machen Elementary , Hampton City , VA"
2011-2012,Alexandria City ,Lyles-Crouch Elementary,Mathematics,73.86%,460,Exact Location,"Lyles-Crouch Elementary, 530 S St Asaph St, Alexandria, VA, 22314"
2011-2012,Caroline County ,Madison Elementary,Mathematics,62.05%,730,Exact Location,"Madison Elementary, 9075 Chance Place, Ruther Glen, VA, 22546"
2011-2012,Amherst County ,Madison Heights Elementary,Mathematics,35.29%,730,Exact Location,"Madison Heights Elementary, 287 Learning Lane, Madison Heights, VA, 24572"
2011-2012,Chesterfield County ,Manchester High,Mathematics,45.22%,500,Exact Location,"Manchester High, 12601 Bailey Bridge Rd., Midlothian, VA, 23112"
2011-2012,Chesterfield County ,Manchester Middle,Mathematics,68.76%,500,Exact Location,"Manchester Middle, 7401 Hull Street Rd., Richmond, VA, 23235"
2011-2012,Stafford County ,Margaret Brent Elementary ,Mathematics,70.86%,500,No Exact Location,"Margaret Brent Elementary , Stafford County , VA"
2011-2012,Chesterfield County ,Marguerite F. Christian Elementary,Mathematics,58.15%,500,Exact Location,"Marguerite F. Christian Elementary, 14801 Woods Edge Rd., Colonial Heights, VA, 23834"
2011-2012,Smyth County ,Marion Intermediate,Mathematics,57.92%,500,No Exact Location,"Marion Intermediate, Smyth County , VA"
2011-2012,Richmond City ,Martin Luther King Jr. Middle ,Mathematics,13.32%,500,No Exact Location,"Martin Luther King Jr. Middle , Richmond City , VA"
2011-2012,Martinsville City ,Martinsville High,Mathematics,33.59%,500,No Exact Location,"Martinsville High, Martinsville City , VA"
2011-2012,Martinsville City ,Martinsville Middle,Mathematics,61.93%,500,No Exact Location,"Martinsville Middle, Martinsville City , VA"
2011-2012,Albemarle County ,Mary Carr Greer Elementary,Mathematics,47.51%,500,Exact Location,"Mary Carr Greer Elementary, 190 Lambs Lane, Charlottesville, VA, 22901"
2011-2012,Prince William County ,Mary Williams Elementary ,Mathematics,75.12%,500,No Exact Location,"Mary Williams Elementary , Prince William County , VA"
2011-2012,Chesterfield County ,Matoaca Elementary,Mathematics,65.74%,500,Exact Location,"Matoaca Elementary, 6627 River Rd, Petersburg, VA, 23803"
2011-2012,Chesterfield County ,Matoaca High,Mathematics,45.39%,500,Exact Location,"Matoaca High, 17700 Longhouse Lane, Chesterfield, VA, 23838"
2011-2012,Chesterfield County ,Matoaca Middle,Mathematics,66.93%,500,Exact Location,"Matoaca Middle, 20300 Halloway Ave., Matoaca, VA, 23803"
2011-2012,Alexandria City ,Maury Elementary,Mathematics,72.62%,500,Exact Location,"Maury Elementary, 600 Russell Rd, Alexandria, VA, 22301"
2011-2012,Rockbridge County ,Maury River Middle,Mathematics,64.91%,500,No Exact Location,"Maury River Middle, Rockbridge County , VA"
2011-2012,Craig County ,McCleary Elementary,Mathematics,64.94%,500,Exact Location,"McCleary Elementary, 25345 Craigs Creek Raod, New Castle, VA, 24127"
2011-2012,Arlington County ,McKinley Elementary,Mathematics,89.55%,500,Exact Location,"McKinley Elementary, 1030 N McKinley Rd, Arlington, VA, 22205"
2011-2012,Chesterfield County ,Meadowbrook High,Mathematics,38.02%,500,Exact Location,"Meadowbrook High, 4901 Cogbill Rd., Richmond, VA, 23234"
2011-2012,Patrick County ,Meadows of Dan Elementary ,Mathematics,60.66%,500,No Exact Location,"Meadows of Dan Elementary , Patrick County , VA"
2011-2012,Brunswick County ,Meherrin Powellton Elementary,Mathematics,72.07%,500,Exact Location,"Meherrin Powellton Elementary, 11555 Dry Bread Road, Lawrenceville, VA, 23868"
2011-2012,Loudoun County ,Mercer Middle ,Mathematics,67.98%,500,No Exact Location,"Mercer Middle , Loudoun County , VA"
2011-2012,Albemarle County ,Meriwether Lewis Elementary,Mathematics,85.12%,500,Exact Location,"Meriwether Lewis Elementary, 1610 Owensville Road, Charlottesville, VA, 22901"
2011-2012,Hampton City ,Merrimack Elementary,Mathematics,41.94%,500,No Exact Location,"Merrimack Elementary, Hampton City , VA"
2011-2012,Accomack County ,Metompkin Elementary,Mathematics,67.07%,500,Exact Location,"Metompkin Elementary, 24501 Parksley Rd, Parksley, VA, 23421"
2011-2012,Chesterfield County ,Midlothian High,Mathematics,69.01%,500,Exact Location,"Midlothian High, 401 Charter Colony Pkwy., Midlothian, VA, 23114"
2011-2012,Chesterfield County ,Midlothian Middle,Mathematics,89.48%,500,Exact Location,"Midlothian Middle, 13501 Midlothian Turnpike, Midlothian, VA, 23113"
2011-2012,Dinwiddie County ,Midway Elementary,Mathematics,83.42%,500,Exact Location,"Midway Elementary, 5511 Midway Rd, Church Road, VA, 23833"
2011-2012,Bath County ,Millboro Elementary,Mathematics,57.53%,500,Exact Location,"Millboro Elementary, 411 Church Street, Millboro, VA, 24460"
2011-2012,Chesterfield County ,Monacan High,Mathematics,47.37%,500,Exact Location,"Monacan High, 11501 Smoketree Dr., Richmond, VA, 23236"
2011-2012,Amherst County ,Monelison Middle,Mathematics,61.95%,500,Exact Location,"Monelison Middle, 257 Trojan Rd, Madison Heights, VA, 24572"
2011-2012,Bedford County ,Moneta Elementary,Mathematics,51.00%,500,Exact Location,"Moneta Elementary, 12718 Moneta Rd, Moneta, VA, 24121"
2011-2012,Albemarle County ,Monticello High,Mathematics,53.29%,500,Exact Location,"Monticello High, 1400 Independence Way, Charlottesville, VA, 22902"
