School Year,Division,School,Subject Area,Pass Rate,School Code,Address,Correct
2011-2012,Lynchburg City ,Linkhorne Elementary,Mathematics,46.02%,330,0,Exact Location
2011-2012,Prince William County ,Samuel L. Gravely Jr. Elementary,Mathematics,77.89%,50,0,Exact Location
2011-2012,Rockingham County ,Linville-Edom Elementary,Mathematics,71.28%,330,0,Exact Location
2011-2012,Virginia Beach City ,John B. Dey Elementary,Mathematics,83.04%,360,0,Exact Location
2011-2012,Fairfax County ,Hughes Middle,Mathematics,76.73%,600,0,Exact Location
2011-2012,Franklin County ,Callaway Elementary,Mathematics,82.95%,680,0,Exact Location
2011-2012,Hampton City ,Benjamin Syms Middle,Mathematics,57.22%,720,0,Exact Location
2011-2012,Loudoun County ,Steuart W. Weller Elementary,Mathematics,69.05%,871,0,Exact Location
2011-2012,Lynchburg City ,Linkhorne Middle,Mathematics,59.22%,330,0,Exact Location
2011-2012,Page County ,Luray Elementary,Mathematics,66.67%,9997,0,Exact Location
2011-2012,Patrick County ,Hardin Reynolds Elementary,Mathematics,61.70%,10,0,Exact Location
2011-2012,Prince William County ,Yorkshire Elementary,Mathematics,62.40%,335,0,Exact Location
2011-2012,Spotsylvania County ,Livingston Elementary,Mathematics,68.88%,330,0,Exact Location
2011-2012,Virginia Beach City ,Thalia Elementary,Mathematics,66.12%,871,0,Exact Location
2011-2012,Frederick County ,Middletown Elementary,Mathematics,51.94%,500,0,Exact Location
2011-2012,Goochland County ,Goochland Middle,Mathematics,73.79%,870,0,Exact Location
2011-2012,Loudoun County ,Pinebrook Elementary,Mathematics,86.57%,70,0,Exact Location
2011-2012,Lynchburg City ,Sandusky Middle,Mathematics,46.99%,50,0,Exact Location
2011-2012,Nottoway County ,Blackstone Primary,Mathematics,52.81%,720,0,Exact Location
2011-2012,Orange County ,Prospect Heights Middle,Mathematics,65.99%,70,0,Exact Location
2011-2012,Prince George County ,David A. Harrison Elementary,Mathematics,76.90%,2229,0,Exact Location
2011-2012,Prince William County ,Glenkirk Elementary,Mathematics,67.55%,30,0,Exact Location
2011-2012,Roanoke City ,Lincoln Terrace Elementary,Mathematics,69.89%,970,0,Exact Location
2011-2012,Spotsylvania County ,Berkeley Elementary,Mathematics,72.51%,720,0,Exact Location
2011-2012,Sussex County ,Sussex Central High,Mathematics,37.06%,871,0,Exact Location
2011-2012,Virginia Beach City ,Princess Anne Elementary,Mathematics,78.28%,70,0,Exact Location
2011-2012,York County ,York River Academy,Mathematics,35.82%,335,0,Exact Location
2011-2012,York County ,Grafton Middle,Mathematics,83.39%,1031,0,Exact Location
2011-2012,York County ,Grafton High,Mathematics,68.19%,1031,0,Exact Location
2011-2012,Northumberland County ,Northumberland Elementary,Mathematics,61.96%,760,0,Exact Location
2011-2012,Fairfax County ,Groveton Elementary,Mathematics,68.92%,10,0,Exact Location
2011-2012,Hampton City ,Barron Elementary,Mathematics,69.19%,550,0,Exact Location
2011-2012,Henrico County ,Henry D. Ward Elementary,Mathematics,66.80%,10,0,Exact Location
2011-2012,Lee County ,Elk Knob Elementary,Mathematics,53.13%,106,0,Exact Location
2011-2012,Lynchburg City ,Paul Munro Elementary,Mathematics,68.61%,70,0,Exact Location
2011-2012,Nottoway County ,Crewe Primary,Mathematics,52.14%,870,0,Exact Location
2011-2012,Prince William County ,A. Henderson Elementary,Mathematics,78.67%,#N/A,0,Exact Location
2011-2012,Richmond City ,Oak Grove/Bellemeade Elementary,Mathematics,46.43%,760,0,Exact Location
2011-2012,Roanoke County ,Clearbrook Elementary,Mathematics,83.46%,1050,0,Exact Location
2011-2012,Spotsylvania County ,Spotsylvania Middle,Mathematics,64.68%,8888,0,Exact Location
2011-2012,Suffolk City ,Mack Benn Jr. Elementary,Mathematics,71.48%,730,0,Exact Location
2011-2012,Virginia Beach City ,Linkhorn Park Elementary,Mathematics,69.17%,330,0,Exact Location
2011-2012,Portsmouth City ,Churchland Academy Elementary,Mathematics,69.08%,1050,0,Exact Location
2011-2012,Virginia Beach City ,Princess Anne High,Mathematics,54.29%,70,0,Exact Location
2011-2012,Fairfax County ,Franconia Elementary,Mathematics,69.66%,440,0,Exact Location
2011-2012,Fluvanna County ,Fluvanna Middle,Mathematics,61.37%,440,0,Exact Location
2011-2012,Frederick County ,Armel Elementary,Mathematics,68.29%,110,0,Exact Location
2011-2012,Hampton City ,Kecoughtan High,Mathematics,45.66%,360,0,Exact Location
2011-2012,Isle of Wight County ,Hardy Elementary,Mathematics,60.17%,10,0,Exact Location
2011-2012,Newport News City ,Willis A. Jenkins Elementary,Mathematics,43.56%,1010,0,Exact Location
2011-2012,Patrick County ,Stuart Elementary,Mathematics,69.67%,871,0,Exact Location
2011-2012,Portsmouth City ,Churchland Middle,Mathematics,46.59%,1050,0,Exact Location
2011-2012,Prince William County ,Springwoods Elementary,Mathematics,74.86%,8888,0,Exact Location
2011-2012,Stafford County ,Hampton Oaks Elementary,Mathematics,71.07%,10,0,Exact Location
2011-2012,Wise County ,L.F. Addington Middle,Mathematics,81.89%,580,0,Exact Location
2011-2012,Richmond City ,George W. Carver Elementary,Mathematics,50.00%,30,0,Exact Location
2011-2012,Henrico County ,Twin Hickory Elementary,Mathematics,93.29%,871,0,Exact Location
2011-2012,Manassas City ,Jennie Dean Elementary,Mathematics,53.11%,800,0,Exact Location
2011-2012,Page County ,Shenandoah Elementary,Mathematics,70.00%,50,0,Exact Location
2011-2012,Portsmouth City ,William E. Waters Middle,Mathematics,45.48%,1010,0,Exact Location
2011-2012,Prince George County ,L.L. Beazley Elementary,Mathematics,87.33%,580,0,Exact Location
2011-2012,Roanoke City ,Grandin Court Elementary,Mathematics,81.10%,1031,0,Exact Location
2011-2012,Westmoreland County ,Washington District Elementary,Mathematics,68.75%,1010,0,Exact Location
2011-2012,Nottoway County ,Nottoway Middle,Mathematics,46.15%,760,0,Exact Location
2011-2012,Nottoway County ,Nottoway High,Mathematics,36.02%,760,0,Exact Location
2011-2012,Fairfax County ,Rocky Run Middle,Mathematics,90.98%,50,0,Exact Location
2011-2012,Hampton City ,Jefferson Davis Middle,Mathematics,57.83%,800,0,Exact Location
2011-2012,Henrico County ,Echo Lake Elementary,Mathematics,88.99%,106,0,Exact Location
2011-2012,Lynchburg City ,Sheffield Elementary School,Mathematics,39.38%,50,0,Exact Location
2011-2012,Newport News City ,Joseph H. Saunders Elementary,Mathematics,48.99%,360,0,Exact Location
2011-2012,Nottoway County ,Nottoway Intermediate,Mathematics,66.88%,760,0,Exact Location
2011-2012,Prince George County ,South Elementary,Mathematics,79.37%,50,0,Exact Location
2011-2012,Roanoke City ,Garden City Elementary,Mathematics,71.20%,30,0,Exact Location
2011-2012,Stafford County ,Park Ridge Elementary,Mathematics,77.94%,570,0,Exact Location
2011-2012,Suffolk City ,Lakeland High,Mathematics,30.50%,580,0,Exact Location
2011-2012,Virginia Beach City ,Shelton Park Elementary,Mathematics,56.13%,50,0,Exact Location
2011-2012,Westmoreland County ,Montross Middle,Mathematics,56.30%,500,0,Exact Location
2011-2012,Mathews County ,Lee-Jackson Elementary,Mathematics,68.99%,970,0,Exact Location
2011-2012,Middlesex County ,Middlesex Elementary,Mathematics,79.40%,500,0,Exact Location
2011-2012,Fairfax County ,Fairview Elementary,Mathematics,80.55%,780,0,Exact Location
2011-2012,Grayson County ,Fairview Elementary,Mathematics,54.90%,780,0,Exact Location
2011-2012,Henrico County ,Varina Elementary,Mathematics,56.80%,1010,0,Exact Location
2011-2012,King and Queen County ,Lawson-Marriott Elementary,Mathematics,65.15%,970,0,Exact Location
2011-2012,Lee County ,Pennington Middle,Mathematics,60.87%,70,0,Exact Location
2011-2012,Loudoun County ,Lincoln Elementary,Mathematics,88.52%,970,0,Exact Location
2011-2012,Lynchburg City ,Bedford Hills Elementary,Mathematics,73.42%,550,0,Exact Location
2011-2012,Montgomery County ,Shawsville Middle,Mathematics,58.37%,50,0,Exact Location
2011-2012,Newport News City ,T. Ryland Sanford Elementary,Mathematics,49.81%,871,0,Exact Location
2011-2012,Pittsylvania County ,Gretna Middle,Mathematics,55.48%,10,0,Exact Location
2011-2012,Portsmouth City ,Simonsdale Elementary,Mathematics,63.03%,50,0,Exact Location
2011-2012,Roanoke City ,Fairview Elementary,Mathematics,78.00%,780,0,Exact Location
2011-2012,Roanoke County ,Mount Pleasant Elementary,Mathematics,75.31%,500,0,Exact Location
2011-2012,Smyth County ,Atkins Elementary,Mathematics,51.92%,1530,0,Exact Location
2011-2012,Virginia Beach City ,Seatack Elementary,Mathematics,46.70%,50,0,Exact Location
2011-2012,West Point ,West Point High,Mathematics,75.78%,1010,0,Exact Location
2011-2012,Fairfax County ,Sunrise Valley Elementary,Mathematics,85.51%,871,0,Exact Location
2011-2012,Gloucester County ,Peasley Middle,Mathematics,76.05%,70,0,Exact Location
2011-2012,Hampton City ,Hampton High,Mathematics,33.42%,10,0,Exact Location
2011-2012,Henrico County ,Pocahontas Middle,Mathematics,85.99%,70,0,Exact Location
2011-2012,Isle of Wight County ,Carrsville Elementary,Mathematics,85.00%,1690,0,Exact Location
2011-2012,King and Queen County ,Central High,Mathematics,33.80%,880,0,Exact Location
2011-2012,Loudoun County ,Sycolin Creek Elementary,Mathematics,72.19%,871,0,Exact Location
2011-2012,Lunenburg County ,Central High,Mathematics,41.71%,880,0,Exact Location
2011-2012,Newport News City ,Denbigh High,Mathematics,24.54%,2204,0,Exact Location
2011-2012,Pittsylvania County ,Gretna Elementary,Mathematics,76.73%,10,0,Exact Location
2011-2012,Powhatan County ,Pocahontas Middle,Mathematics,68.61%,70,0,Exact Location
2011-2012,Prince George County ,William A. Walton Elementary,Mathematics,65.98%,1010,0,Exact Location
2011-2012,Prince William County ,Dumfries Elementary,Mathematics,63.76%,106,0,Exact Location
2011-2012,Roanoke City ,Addison Aerospace Magnet Middle,Mathematics,65.17%,701,0,Exact Location
2011-2012,Shenandoah County ,Central High,Mathematics,65.47%,880,0,Exact Location
2011-2012,Stafford County ,Falmouth Elementary,Mathematics,76.49%,780,0,Exact Location
2011-2012,Virginia Beach City ,Bayside Elementary,Mathematics,64.09%,550,0,Exact Location
2011-2012,West Point ,West Point Elementary,Mathematics,83.02%,1010,0,Exact Location
2011-2012,Wise County ,Central High,Mathematics,66.60%,880,0,Exact Location
2011-2012,Fredericksburg City ,Walker-Grant Middle,Mathematics,63.47%,1010,0,Exact Location
2011-2012,Fredericksburg City ,Lafayette Upper Elementary,Mathematics,62.99%,580,0,Exact Location
2011-2012,Gloucester County ,Petsworth Elementary,Mathematics,68.66%,70,0,Exact Location
2011-2012,Hampton City ,John B. Cary Elementary,Mathematics,32.28%,800,0,Exact Location
2011-2012,Henrico County ,Nuckols Farm Elementary,Mathematics,93.18%,760,0,Exact Location
2011-2012,Lynchburg City ,Perrymont Elementary,Mathematics,48.08%,70,0,Exact Location
2011-2012,Newport News City ,Richard T. Yates Elementary,Mathematics,57.79%,50,0,Exact Location
2011-2012,Prince William County ,Suella G. Ellis Elementary,Mathematics,67.77%,871,0,Exact Location
2011-2012,Richmond City ,John B. Cary Elementary,Mathematics,69.05%,800,0,Exact Location
2011-2012,Stafford County ,Grafton Village Elementary,Mathematics,72.60%,1031,0,Exact Location
2011-2012,Warren County ,Warren County Middle,Mathematics,67.99%,1010,0,Exact Location
2011-2012,Fairfax County ,Clearview Elementary,Mathematics,76.11%,260,0,Exact Location
2011-2012,Fluvanna County ,Fluvanna County High,Mathematics,72.76%,440,0,Exact Location
2011-2012,Gloucester County ,Gloucester High,Mathematics,40.53%,870,0,Exact Location
2011-2012,Greensville County ,Belfield Elementary,Mathematics,75.90%,1730,0,Exact Location
2011-2012,Hampton City ,Alfred S. Forrest Elementary,Mathematics,53.22%,2203,0,Exact Location
2011-2012,Prince William County ,Occoquan Elementary,Mathematics,71.22%,760,0,Exact Location
2011-2012,Scott County ,Rye Cove High,Mathematics,72.73%,50,0,Exact Location
2011-2012,Stafford County ,Anne E. Moncure Elementary,Mathematics,69.75%,1360,0,Exact Location
2011-2012,Washington County ,Greendale Elementary,Mathematics,87.79%,10,0,Exact Location
2011-2012,Falls Church City ,Mary Ellen Henderson Middle,Mathematics,88.27%,500,0,Exact Location
2011-2012,Falls Church City ,George Mason High,Mathematics,81.89%,30,0,Exact Location
2011-2012,Fairfax County ,Terraset Elementary,Mathematics,68.98%,871,0,Exact Location
2011-2012,Hampton City ,Jane H. Bryan Elementary,Mathematics,29.41%,800,0,Exact Location
2011-2012,Henrico County ,L. Douglas Wilder Middle,Mathematics,33.79%,580,0,Exact Location
2011-2012,Isle of Wight County ,Windsor High,Mathematics,41.85%,1010,0,Exact Location
2011-2012,Loudoun County ,Potowmack Elementary,Mathematics,76.74%,70,0,Exact Location
2011-2012,Lynchburg City ,William M. Bass Elementary,Mathematics,42.72%,1010,0,Exact Location
2011-2012,Newport News City ,Sedgefield Elementary,Mathematics,32.94%,50,0,Exact Location
2011-2012,Norfolk City ,Bay View Elementary,Mathematics,64.26%,550,0,Exact Location
2011-2012,Smyth County ,Northwood High,Mathematics,47.40%,760,0,Exact Location
2011-2012,Stafford County ,Hartwood Elementary,Mathematics,80.44%,10,0,Exact Location
2011-2012,Warren County ,Skyline High,Mathematics,49.13%,50,0,Exact Location
2011-2012,Gloucester County ,Achilles Elementary,Mathematics,86.98%,701,0,Exact Location
2011-2012,Henrico County ,Rivers Edge Elementary,Mathematics,89.18%,50,0,Exact Location
2011-2012,Isle of Wight County ,Windsor Elementary,Mathematics,69.82%,1010,0,Exact Location
2011-2012,Loudoun County ,Sanders Corner Elementary,Mathematics,77.74%,50,0,Exact Location
2011-2012,Lunenburg County ,Kenbridge Elementary,Mathematics,56.08%,690,0,Exact Location
2011-2012,Portsmouth City ,I.C. Norcom High,Mathematics,23.44%,600,0,Exact Location
2011-2012,Rappahannock County ,Rappahannock County Elementary,Mathematics,60.76%,70,0,Exact Location
2011-2012,Roanoke City ,Preston Park Elementary,Mathematics,79.12%,70,0,Exact Location
2011-2012,Suffolk City ,Nansemond River High,Mathematics,48.45%,500,0,Exact Location
2011-2012,Warren County ,Ressie Jeffries Elementary,Mathematics,58.72%,50,0,Exact Location
2011-2012,Roanoke County ,William Byrd Middle,Mathematics,85.43%,1010,0,Exact Location
2011-2012,Powhatan County ,Pocahontas Elementary,Mathematics,60.75%,70,0,Exact Location
2011-2012,Prince William County ,Mary G. Porter Traditional,Mathematics,90.47%,500,0,Exact Location
2011-2012,Henrico County ,Springfield Park Elementary,Mathematics,84.49%,8888,0,Exact Location
2011-2012,Loudoun County ,Hamilton Elementary,Mathematics,81.58%,10,0,Exact Location
2011-2012,Rappahannock County ,Rappahannock County High,Mathematics,51.80%,70,0,Exact Location
2011-2012,Richmond City ,Ginter Park Elementary,Mathematics,36.44%,30,0,Exact Location
2011-2012,Stafford County ,Ferry Farm Elementary,Mathematics,69.15%,780,0,Exact Location
2011-2012,Suffolk City ,Kilby Shores Elementary,Mathematics,68.48%,690,0,Exact Location
2011-2012,Virginia Beach City ,Creeds Elementary,Mathematics,67.48%,1190,0,Exact Location
2011-2012,Warren County ,Warren County High,Mathematics,53.93%,1010,0,Exact Location
2011-2012,York County ,Tabb High,Mathematics,70.18%,871,0,Exact Location
2011-2012,Madison County ,William H. Wetsel Middle,Mathematics,54.66%,1010,0,Exact Location
2011-2012,Madison County ,Madison County High,Mathematics,43.66%,730,0,Exact Location
2011-2012,Fairfax County ,Dogwood Elementary,Mathematics,65.33%,220,0,Exact Location
2011-2012,Goochland County ,Goochland High,Mathematics,55.59%,870,0,Exact Location
2011-2012,Henrico County ,Sandston Elementary,Mathematics,55.13%,50,0,Exact Location
2011-2012,Henry County ,Sanville Elementary,Mathematics,69.23%,50,0,Exact Location
2011-2012,Highland County ,Highland High,Mathematics,56.82%,540,0,Exact Location
2011-2012,Loudoun County ,Ball's Bluff Elementary,Mathematics,62.03%,550,0,Exact Location
2011-2012,Norfolk City ,Chesterfield Academy Elementary,Mathematics,61.09%,100,0,Exact Location
2011-2012,Prince William County ,J.W. Alvey Elementary,Mathematics,81.82%,800,0,Exact Location
2011-2012,Roanoke City ,Roanoke Academy For Mathematics & Science Elementary,Mathematics,65.81%,50,0,Exact Location
2011-2012,Scott County ,Nickelsville Elementary,Mathematics,77.93%,710,0,Exact Location
2011-2012,Spotsylvania County ,Post Oak Middle,Mathematics,68.67%,70,0,Exact Location
2011-2012,Suffolk City ,Nansemond Parkway Elementary,Mathematics,71.33%,500,0,Exact Location
2011-2012,York County ,Waller Mill Elementary,Mathematics,80.00%,1010,0,Exact Location
2011-2012,Petersburg City ,Vernon Johns Junior High,Mathematics,55.25%,1010,0,Exact Location
2011-2012,Hanover County ,Laurel Meadow Elementary,Mathematics,78.01%,970,0,Exact Location
2011-2012,Henrico County ,Montrose Elementary,Mathematics,42.93%,500,0,Exact Location
2011-2012,Lancaster County ,Lancaster Primary,Mathematics,45.35%,580,0,Exact Location
2011-2012,Loudoun County ,Farmwell Station Middle,Mathematics,83.05%,780,0,Exact Location
2011-2012,Montgomery County ,Prices Fork Elementary,Mathematics,65.69%,70,0,Exact Location
2011-2012,Norfolk City ,Larchmont Elementary,Mathematics,86.64%,931,0,Exact Location
2011-2012,Northumberland County ,Northumberland Middle,Mathematics,69.21%,760,0,Exact Location
2011-2012,Page County ,Stanley Elementary,Mathematics,64.35%,871,0,Exact Location
2011-2012,Portsmouth City ,Westhaven Elementary,Mathematics,56.00%,1010,0,Exact Location
2011-2012,Richmond City ,Swansboro Elementary,Mathematics,62.31%,871,0,Exact Location
2011-2012,Richmond County ,Rappahannock High,Mathematics,60.63%,70,0,Exact Location
2011-2012,Roanoke City ,Breckinridge Middle,Mathematics,55.96%,1090,0,Exact Location
2011-2012,Suffolk City ,Elephant's Fork Elementary,Mathematics,70.94%,106,0,Exact Location
2011-2012,Westmoreland County ,Cople Elementary,Mathematics,57.23%,1190,0,Exact Location
2011-2012,York County ,Yorktown Elementary,Mathematics,75.32%,210,0,Exact Location
2011-2012,Williamsburg-James City County ,Matoaka Elementary,Mathematics,88.22%,500,0,Exact Location
2011-2012,Williamsburg-James City County ,Warhill High,Mathematics,61.94%,1010,0,Exact Location
2011-2012,Williamsburg-James City County ,Stonehouse Elementary,Mathematics,80.39%,871,0,Exact Location
2011-2012,Williamsburg-James City County ,Jamestown High,Mathematics,69.46%,800,0,Exact Location
2011-2012,Wythe County ,Rural Retreat High,Mathematics,42.62%,50,0,Exact Location
2011-2012,Williamsburg-James City County ,James River Elementary,Mathematics,72.20%,800,0,Exact Location
2011-2012,Wythe County ,Rural Retreat Elementary,Mathematics,62.50%,50,0,Exact Location
2011-2012,Fairfax County ,Centreville High,Mathematics,68.85%,200,0,Exact Location
2011-2012,Greensville County ,Greensville County High,Mathematics,50.00%,10,0,Exact Location
2011-2012,Hanover County ,Kersey Creek Elementary,Mathematics,81.33%,690,0,Exact Location
2011-2012,Henrico County ,Fair Oaks Elementary,Mathematics,59.43%,106,0,Exact Location
2011-2012,King and Queen County ,King & Queen Elementary,Mathematics,65.75%,690,0,Exact Location
2011-2012,Lee County ,St. Charles Elementary,Mathematics,75.86%,8888,0,Exact Location
2011-2012,Loudoun County ,Tuscarora High,Mathematics,51.82%,871,0,Exact Location
2011-2012,Madison County ,Waverly Yowell Elementary,Mathematics,63.98%,1010,0,Exact Location
2011-2012,Petersburg City ,Petersburg High,Mathematics,37.95%,70,0,Exact Location
2011-2012,Prince William County ,Ashland Elementary,Mathematics,74.22%,1530,0,Exact Location
2011-2012,Richmond City ,William Fox Elementary,Mathematics,83.65%,1010,0,Exact Location
2011-2012,York County ,Queens Lake Middle,Mathematics,77.56%,70,0,Exact Location
2011-2012,Harrisonburg City ,Stone Spring Elementary,Mathematics,67.69%,871,0,Exact Location
2011-2012,Williamsburg-James City County ,Lois Hornsby Middle,Mathematics,83.04%,9997,0,Exact Location
2011-2012,Greensville County ,Edward W. Wyatt Middle,Mathematics,60.13%,106,0,Exact Location
2011-2012,Henrico County ,Highland Springs High,Mathematics,34.64%,540,0,Exact Location
2011-2012,Loudoun County ,Evergreen Mill Elementary,Mathematics,57.64%,106,0,Exact Location
2011-2012,Lynchburg City ,Robert S. Payne Elementary,Mathematics,67.20%,50,0,Exact Location
2011-2012,Mathews County ,Mathews High,Mathematics,44.58%,500,0,Exact Location
2011-2012,Mecklenburg County ,South Hill Elementary,Mathematics,62.03%,50,0,Exact Location
2011-2012,Norfolk City ,Ocean View Elementary,Mathematics,67.45%,960,0,Exact Location
2011-2012,Portsmouth City ,Douglass Park Elementary,Mathematics,52.98%,220,0,Exact Location
2011-2012,Richmond County ,Richmond County Intermediate,Mathematics,79.40%,50,0,Exact Location
2011-2012,Williamsburg-James City County ,J. Blaine Blayton Elementary,Mathematics,76.64%,800,0,Exact Location
2011-2012,Wythe County ,Spiller Elementary,Mathematics,61.42%,8888,0,Exact Location
2011-2012,York County ,Tabb Middle,Mathematics,90.48%,871,0,Exact Location
2011-2012,Hampton City ,Samuel P. Langley Elementary,Mathematics,65.29%,50,0,Exact Location
2011-2012,King William County ,Acquinton Elementary,Mathematics,66.33%,701,0,Exact Location
2011-2012,Loudoun County ,Round Hill Elementary,Mathematics,81.75%,50,0,Exact Location
2011-2012,New Kent County ,George W. Watkins Elementary,Mathematics,64.92%,30,0,Exact Location
2011-2012,Norfolk City ,Lafayette-Winona Middle,Mathematics,44.22%,580,0,Exact Location
2011-2012,Petersburg City ,J.E.B. Stuart Elementary,Mathematics,61.20%,800,0,Exact Location
2011-2012,Prince William County ,Lake Ridge Elementary,Mathematics,68.32%,580,0,Exact Location
2011-2012,Richmond City ,J.E.B. Stuart Elementary,Mathematics,68.79%,800,0,Exact Location
2011-2012,Roanoke City ,Round Hill Elementary,Mathematics,67.33%,50,0,Exact Location
2011-2012,Roanoke County ,Burlington Elementary,Mathematics,69.63%,310,0,Exact Location
2011-2012,York County ,Bethel Manor Elementary,Mathematics,86.09%,720,0,Exact Location
2011-2012,Lunenburg County ,Lunenburg Middle,Mathematics,56.69%,9997,0,Exact Location
2011-2012,Fairfax County ,Terra Centre Elementary,Mathematics,75.81%,871,0,Exact Location
2011-2012,Loudoun County ,Ashburn Elementary,Mathematics,80.59%,1530,0,Exact Location
2011-2012,Petersburg City ,Robert E. Lee Elementary,Mathematics,58.33%,50,0,Exact Location
2011-2012,Prince William County ,Potomac Middle,Mathematics,66.20%,70,0,Exact Location
2011-2012,Richmond City ,Blackwell Elementary,Mathematics,47.32%,720,0,Exact Location
2011-2012,Spotsylvania County ,Robert E. Lee Elementary,Mathematics,74.62%,50,0,Exact Location
2011-2012,York County ,Seaford Elementary,Mathematics,83.75%,50,0,Exact Location
2011-2012,Hanover County ,John M. Gandy Elementary,Mathematics,84.44%,360,0,Exact Location
2011-2012,Stafford County ,T. Benton Gayle Middle,Mathematics,80.56%,871,0,Exact Location
2011-2012,Hampton City ,Aberdeen Elementary,Mathematics,59.74%,#N/A,0,Exact Location
2011-2012,Henrico County ,Deep Run High,Mathematics,80.31%,450,0,Exact Location
2011-2012,King William County ,Hamilton Holmes Middle,Mathematics,70.29%,10,0,Exact Location
2011-2012,Lee County ,Dryden Elementary,Mathematics,37.67%,2010,0,Exact Location
2011-2012,Portsmouth City ,Churchland Primary & Intermediate,Mathematics,70.06%,1050,0,Exact Location
2011-2012,Prince William County ,Martin Luther King Jr. Elementary,Mathematics,72.90%,500,0,Exact Location
2011-2012,York County ,Dare Elementary,Mathematics,79.45%,2229,0,Exact Location
2011-2012,Fairfax County ,Orange Hunt Elementary,Mathematics,80.77%,570,0,Exact Location
2011-2012,Henrico County ,Gayton Elementary,Mathematics,89.12%,30,0,Exact Location
2011-2012,Loudoun County ,Algonkian Elementary,Mathematics,67.87%,2203,0,Exact Location
2011-2012,Newport News City ,Oliver C. Greenwood Elementary,Mathematics,69.88%,570,0,Exact Location
2011-2012,Norfolk City ,Walter Herron Taylor Elementary,Mathematics,71.50%,1010,0,Exact Location
2011-2012,Poquoson City ,Poquoson Elementary,Mathematics,64.59%,70,0,Exact Location
2011-2012,Prince William County ,Nokesville Elementary,Mathematics,68.70%,710,0,Exact Location
2011-2012,Roanoke City ,Woodrow Wilson Middle,Mathematics,63.10%,220,0,Exact Location
2011-2012,Fairfax County ,Oakton Elementary,Mathematics,84.76%,760,0,Exact Location
2011-2012,Henrico County ,Mills E. Godwin High,Mathematics,78.72%,500,0,Exact Location
2011-2012,Hopewell City ,Harry E. James Elementary,Mathematics,54.95%,10,0,Exact Location
2011-2012,Loudoun County ,Potomac Falls High,Mathematics,63.19%,70,0,Exact Location
2011-2012,Lunenburg County ,Victoria Elementary,Mathematics,56.04%,1010,0,Exact Location
2011-2012,Middlesex County ,St. Clare Walker Middle,Mathematics,81.71%,8888,0,Exact Location
2011-2012,Prince William County ,Potomac High,Mathematics,38.21%,70,0,Exact Location
2011-2012,Russell County ,Lebanon High,Mathematics,60.59%,970,0,Exact Location
2011-2012,Virginia Beach City ,Virginia Beach Middle,Mathematics,66.16%,1010,0,Exact Location
2011-2012,Warren County ,E. Wilson Morrison Elementary,Mathematics,68.93%,106,0,Exact Location
2011-2012,York County ,Grafton Bethel Elementary,Mathematics,75.38%,1031,0,Exact Location
2011-2012,Fairfax County ,Chantilly High,Mathematics,76.94%,131,0,Exact Location
2011-2012,Norfolk City ,James Monroe Elementary,Mathematics,53.62%,800,0,Exact Location
2011-2012,Henrico County ,John Rolfe Middle,Mathematics,49.53%,360,0,Exact Location
2011-2012,King William County ,King William High,Mathematics,51.72%,690,0,Exact Location
2011-2012,Loudoun County ,Lucketts Elementary,Mathematics,80.95%,9997,0,Exact Location
2011-2012,Petersburg City ,Walnut Hill Elementary,Mathematics,48.10%,1010,0,Exact Location
2011-2012,Poquoson City ,Poquoson Middle,Mathematics,74.64%,70,0,Exact Location
2011-2012,Powhatan County ,Powhatan Junior High,Mathematics,62.96%,70,0,Exact Location
2011-2012,Prince William County ,John F. Pattie Sr. Elementary,Mathematics,72.42%,360,0,Exact Location
2011-2012,Richmond City ,Overby-Sheppard Elementary,Mathematics,57.14%,570,0,Exact Location
2011-2012,Virginia Beach City ,W.T. Cooke Elementary,Mathematics,74.57%,1010,0,Exact Location
2011-2012,York County ,Magruder Elementary,Mathematics,82.25%,730,0,Exact Location
2011-2012,Petersburg City ,Peabody Middle,Mathematics,43.11%,70,0,Exact Location
2011-2012,Fairfax County ,Vienna Elementary,Mathematics,91.04%,1010,0,Exact Location
2011-2012,Fauquier County ,Claude Thompson Elementary,Mathematics,57.58%,1050,0,Exact Location
2011-2012,Goochland County ,Byrd Elementary,Mathematics,65.84%,680,0,Exact Location
2011-2012,Henrico County ,Cashell Donahoe Elementary,Mathematics,53.02%,2222,0,Exact Location
2011-2012,Hopewell City ,Hopewell High,Mathematics,27.63%,600,0,Exact Location
2011-2012,King George County ,King George High,Mathematics,61.24%,690,0,Exact Location
2011-2012,Prince William County ,Enterprise Elementary,Mathematics,57.96%,106,0,Exact Location
2011-2012,Smyth County ,Northwood Middle,Mathematics,63.18%,760,0,Exact Location
2011-2012,Westmoreland County ,Washington & Lee High,Mathematics,32.95%,1010,0,Exact Location
2011-2012,Stafford County ,Stafford Middle,Mathematics,68.88%,871,0,Exact Location
2011-2012,Harrisonburg City ,Skyline Middle,Mathematics,63.79%,50,0,Exact Location
2011-2012,Stafford County ,Stafford Elementary,Mathematics,75.90%,871,0,Exact Location
2011-2012,Fairfax County ,Archer Elementary,Mathematics,91.67%,110,0,Exact Location
2011-2012,Harrisonburg City ,Smithland Elementary,Mathematics,60.40%,50,0,Exact Location
2011-2012,Highland County ,Highland Elementary,Mathematics,58.54%,540,0,Exact Location
2011-2012,Hopewell City ,Carter G. Woodson Middle,Mathematics,48.46%,2222,0,Exact Location
