School Year,System Id,System Name,School Id,School Name,Grade Configuration,Grade Cluster,Achievement Points,Progress Points,Achievement Gap Points,ETB Points,EL/ED/SWD Performance Points,Challenge Points,CCRPI Score
2012,664,Gordon County,1050,Belwood Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.3,10.7,12,0.5,5.4,5.9,87.9
2012,667,Gwinnett County,0287,Norton Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.2,10.4,12.8,0.5,6,6.5,87.9
2012,675,Henry County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,60.1,10.2,12,0,5.6,5.6,87.9
2012,689,Liberty County,0180,Button Gwinnett Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.9,10.6,14.3,1.5,4.6,6.1,87.9
2012,727,Stephens County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,59.7,9.1,12.8,0,6.3,6.3,87.9
2012,613,Brantley County,0194,Brantley County Middle School,"07, 08",M,60.6,9.3,12,0,6.1,6.1,88
2012,638,Coweta County,0103,Willis Road Elementary,"PK, KK, 01, 02, 03, 04, 05",E,60.7,9.6,12.8,1,3.9,4.9,88
2012,661,Gilmer County,0107,Clear Creek Middle School,"07, 08",M,60.7,10.4,12.8,0,4.1,4.1,88
2012,674,Heard County,0110,New Heard County High School,"09, 10, 11, 12",H,56.9,10.8,14.1,0.5,5.7,6.2,88
2012,692,Lowndes County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,61.3,9.5,13.5,0,3.7,3.7,88
2012,712,Pickens County,0403,Jasper Middle School,"06, 07, 08",M,61.4,9.9,12,0.5,4.2,4.7,88
2012,745,Thomaston-Upson County,0295,Upson-Lee North Elementary School,"04, 05",E,59.7,10.3,11.3,0.5,6.2,6.7,88
2012,612,Bleckley County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,60.3,9.3,13.5,0,5,5,88.1
2012,615,Bryan County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,61.8,9.7,12.8,0,3.8,3.8,88.1
2012,667,Gwinnett County,1312,Ivy Prepatory Academy School,"06, 07, 08, 09",M,56.5,10.5,15,1,5.1,6.1,88.1
2012,667,Gwinnett County,1020,New Life Academy of Excellence Duluth,"KK, 01, 02, 03, 04, 05, 06, 07",M,64.2,10.3,NA,0.5,,0.5,88.1
2012,675,Henry County,0100,Ola Elementary School,"KK, 01, 02, 03, 04, 05",E,58.1,10.7,14.3,0.5,4.5,5,88.1
2012,722,Rockdale County,2052,Pine Street Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.9,9.9,11.3,1.5,8.5,10,88.1
2012,728,Stewart County,0101,Stewart County Middle School,"06, 07, 08",M,53.4,11.2,15,0.5,8,8.5,88.1
2012,769,Chickamauga City,1050,Chickamauga Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.8,10.3,14.3,0.5,3.2,3.7,88.1
2012,608,Bartow County,0177,Adairsville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.3,8.7,14.3,1,4.9,5.9,88.2
2012,628,Cherokee County,0115,River Ridge High School,"09, 10, 11",H,62.8,10.5,14.1,0,0.8,0.8,88.2
2012,636,Columbia County,0208,Cedar Ridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.9,9.5,12.8,1,5,6,88.2
2012,651,Effingham County,0297,South Effingham Middle School,"06, 07, 08",M,58.5,10.7,14.3,0.5,4.2,4.7,88.2
2012,658,Forsyth County,0195,North Forsyth High School,"09, 10, 11, 12",H,59.9,10.6,15,1,1.7,2.7,88.2
2012,676,Houston County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,61.2,10.1,12,0,4.9,4.9,88.2
2012,722,Rockdale County,0378,Edwards Middle School,"06, 07, 08",M,59,10.4,12,1,5.8,6.8,88.2
2012,612,Bleckley County,0112,Bleckley Middle School,"06, 07, 08",M,60.5,9.3,13.5,0,5,5,88.3
2012,620,Camden County,0110,Saint Marys Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.7,9.9,12,0.5,6.2,6.7,88.3
2012,628,Cherokee County,0201,Chapman Intermediate School,"05, 06",E,61.4,9,13.5,1,3.4,4.4,88.3
2012,638,Coweta County,1056,Evans Middle School,"06, 07, 08",M,60,10.3,11.3,0.5,6.2,6.7,88.3
2012,644,DeKalb County,3051,Briarlake Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.2,10,12,1,2.1,3.1,88.3
2012,655,Fannin County,0293,West Fannin Elementary School,"KK, 01, 02, 03, 04, 05",E,60.7,9.8,11.3,1,5.5,6.5,88.3
2012,666,Greene County,0109,LAKE OCONEE CHARTER,"PK, KK, 01, 02, 03, 04, 05, 06",M,65.8,8.8,NA,0.5,,0.5,88.3
2012,676,Houston County,2058,Westside Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.3,10,15,1,7,8,88.3
2012,713,Pierce County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,59.5,10.2,12.8,0,5.8,5.8,88.3
2012,613,Brantley County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,59.4,10.7,12,0,6.3,6.3,88.4
2012,620,Camden County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,60.5,10.3,12,0,5.6,5.6,88.4
2012,628,Cherokee County,0116,Indian Knoll Elementary,"PK, KK, 01, 02, 03, 04, 05, 06",M,60.3,11.1,13.5,0.5,3,3.5,88.4
2012,631,Clayton County,0100,M. D. Roberts Middle School,"06, 07, 08",M,60.2,10.8,12,1,4.4,5.4,88.4
2012,644,DeKalb County,1050,DeKalb Elementary School of the Arts,"KK, 01, 02, 03, 04, 05, 06, 07",E,59.9,7.7,13.5,0.5,6.8,7.3,88.4
2012,655,Fannin County,0194,East Fannin Elementary School,"KK, 01, 02, 03, 04, 05",E,58.5,10.6,11.3,1,7,8,88.4
2012,714,Pike County,0188,Pike County Primary School,"PK, KK, 01, 02",E,60.8,NA,NA,1.5,,1.5,88.4
2012,722,Rockdale County,0294,Memorial Middle School,"06, 07, 08",M,59.6,10.8,12,1,5,6,88.4
2012,746,Walker County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,59,10.3,11.3,0,7.8,7.8,88.4
2012,785,Rome City,0105,Elm Street Elementary,"PK, KK, 01, 02, 03, 04, 05, 06",M,56.5,10.6,NA,0.5,9,9.5,88.4
2012,611,Bibb County,0103,Skyview Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.2,10.2,12,1,5.1,6.1,88.5
2012,628,Cherokee County,0505,Free Home Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62,8.5,13.5,0.5,4,4.5,88.5
2012,633,Cobb County,5062,Mableton Elementary School,"KK, 01, 02, 03, 04, 05",E,55.2,11.3,13.5,1,7.5,8.5,88.5
2012,667,Gwinnett County,0282,Annistown Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.8,11,13.5,0.5,7.7,8.2,88.5
2012,675,Henry County,0208,Walnut Creek Elementary,"PK, KK, 01, 02, 03, 04, 05",E,56.2,9.4,15,0.5,7.4,7.9,88.5
2012,733,Taylor County,0104,Taylor County Primary School,"KK, 01, 02",E,61.6,NA,NA,0.5,,0.5,88.5
2012,616,Bulloch County,0399,Portal Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.9,8.8,13.5,0.5,5.9,6.4,88.6
2012,623,Catoosa County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,60.5,11,12,0,5.1,5.1,88.6
2012,644,DeKalb County,1050,DeKalb Elementary School of the Arts,"KK, 01, 02, 03, 04, 05, 06, 07",M,59.1,9.3,14.3,0.5,5.4,5.9,88.6
2012,705,Murray County,0198,Eton Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,58.4,10.1,12,0.5,7.6,8.1,88.6
2012,741,Troup County,0187,West Point Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.1,10,12.8,0.5,6.2,6.7,88.6
2012,748,Ware County,0295,Waycross Middle School,"06, 07, 08",M,59.1,9.4,12,1,7.1,8.1,88.6
2012,620,Camden County,0193,Kingsland Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.3,11,12.8,0.5,6.1,6.6,88.7
2012,634,Coffee County,0182,Satilla Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.4,9.7,11.3,0.5,8.8,9.3,88.7
2012,636,Columbia County,0197,Greenbrier High School,"09, 10, 11, 12",H,62,11.3,15,0,0.4,0.4,88.7
2012,636,Columbia County,0189,Lakeside High School,"09, 10, 11, 12",H,61.4,11.1,15,0.5,0.7,1.2,88.7
2012,644,DeKalb County,0705,DeKalb PATH Academy Charter School,"05, 06, 07, 08",M,55.9,10.7,12.8,0.5,8.8,9.3,88.7
2012,658,Forsyth County,0202,Otwell Middle School,"06, 07, 08",M,60.3,9.4,14.3,0.5,4.2,4.7,88.7
2012,658,Forsyth County,0107,West Forsyth High School,"09, 10, 11, 12",H,62.7,10,15,0,1,1,88.7
2012,678,Jackson County,0297,West Jackson Middle School,"06, 07, 08",M,60.2,9.4,14.3,0,4.8,4.8,88.7
2012,678,Jackson County,3050,North Jackson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.7,9.8,12.8,1,6.4,7.4,88.7
2012,736,Thomas County,0105,Hand In Hand Primary,"PK, KK",E,62.1,NA,NA,0,,0,88.7
2012,746,Walker County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,59.7,10.2,11.3,0,7.5,7.5,88.7
2012,619,Calhoun County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,57.5,10,11.3,0,10,10,88.8
2012,619,Calhoun County,4050,Calhoun County Middle/High School,"06, 07, 08, 09, 10, 11, 12",M,57.5,10,11.3,0.5,10,10,88.8
2012,625,Chatham County,4058,Hesse School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,61.3,10,12.8,1.5,3.2,4.7,88.8
2012,633,Cobb County,0399,Blackwell Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.8,10.1,14.3,0.5,5.1,5.6,88.8
2012,636,Columbia County,0190,Brookwood Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.5,10,12,0.5,4.8,5.3,88.8
2012,660,Fulton County,0406,Amana Academy School,"KK, 01, 02, 03, 04, 05, 06, 07, 08",E,61.9,9.4,14.3,1,2.2,3.2,88.8
2012,667,Gwinnett County,0805,Peachtree Ridge High School,"09, 10, 11, 12",H,60.2,10.6,15,0,3,3,88.8
2012,667,Gwinnett County,0188,Richards Middle School,"06, 07, 08",M,60.3,10.4,12,0.5,5.6,6.1,88.8
2012,674,Heard County,0102,Heard County Middle School,"06, 07, 08",M,61.3,10.4,11.3,1,4.8,5.8,88.8
2012,705,Murray County,0104,Woodlawn Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,59,9.1,13.5,0,7.2,7.2,88.8
2012,706,Muscogee County,0108,Eagle Ridge Academy,"PK, KK, 01, 02, 03, 04, 05",E,59.6,9.5,14.3,1.5,3.9,5.4,88.8
2012,732,Tattnall County,0201,Glennville Middle School,"06, 07, 08",M,59.7,11.3,12.8,0,5,5,88.8
2012,628,Cherokee County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,62.5,9.6,13.5,0,3.3,3.3,88.9
2012,633,Cobb County,0209,Allatoona High School,"09, 10, 11, 12",H,59.6,11.3,15,0,3,3,88.9
2012,644,DeKalb County,0197,Marbut Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.3,9.9,11.3,1.5,6.9,8.4,88.9
2012,676,Houston County,0309,Hilltop Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.6,10.2,12.8,1,3.3,4.3,88.9
2012,715,Polk County,0183,Cherokee Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.3,10.1,12,1,6.5,7.5,88.9
2012,741,Troup County,3050,Hillcrest Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.2,10.3,12.8,0.5,4.1,4.6,88.9
2012,773,Decatur City,ALL,All Schools,"KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,61.4,10.6,15,0,1.9,1.9,88.9
2012,611,Bibb County,0203,Vineville Academy,"KK, 01, 02, 03, 04, 05",E,60.2,9.5,14.3,0.5,4.5,5,89
2012,616,Bulloch County,0200,Brooklet Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.5,8.7,13.5,0.5,4.8,5.3,89
2012,623,Catoosa County,2552,Lakeview Middle School,"06, 07, 08",M,59.4,11,12,0,6.6,6.6,89
2012,634,Coffee County,3052,West Green Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.9,9.6,11.3,1,8.2,9.2,89
2012,651,Effingham County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,60,10.7,13.5,0,4.8,4.8,89
2012,660,Fulton County,0205,Alpharetta High School,"09, 10, 11, 12",H,62,10.5,15,0,1.5,1.5,89
2012,668,Habersham County,0189,Clarkesville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60,10.7,12,1,5.3,6.3,89
2012,707,Newton County,0123,Newton County Theme School at Ficquett,"KK, 01, 02, 03, 04, 05, 06",M,60.9,9.4,15,0.5,3.2,3.7,89
2012,659,Franklin County,1052,Royston Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.1,9.6,12.8,0.5,6.1,6.6,89.1
2012,667,Gwinnett County,0905,Duluth Middle School ,"06, 07, 08",M,62.2,10.4,12,0.5,4,4.5,89.1
2012,667,Gwinnett County,0288,Minor Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.7,10.8,12.8,1,6.8,7.8,89.1
2012,676,Houston County,5056,Warner Robins Middle School,"06, 07, 08",M,60.7,10.1,12,1,5.3,6.3,89.1
2012,678,Jackson County,0197,East Jackson Middle School,"06, 07, 08",M,58.6,9.2,13.5,0.5,7.3,7.8,89.1
2012,705,Murray County,0204,New Bagley Middle School,"07, 08",M,58.4,9.2,14.3,0.5,6.7,7.2,89.1
2012,739,Towns County,0103,Towns County Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.1,10.8,12.8,1.5,4.9,6.4,89.1
2012,781,Marietta City,0303,Marietta 6th Grade School,6,M,55.4,12,14.3,1.5,5.9,7.4,89.1
2012,693,Lumpkin County,0101,Lumpkin County High School,"09, 10, 11, 12",H,57.7,11.3,15,0,5.2,5.2,89.2
2012,693,Lumpkin County,ALL,All Schools,"KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,57.7,11.3,15,0,5.2,5.2,89.2
2012,785,Rome City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,61.3,11.2,12.8,0,3.9,3.9,89.2
2012,633,Cobb County,0101,Kennesaw Mountain High School,"09, 10, 11, 12",H,59.8,11.1,15,0.5,2.9,3.4,89.3
2012,656,Fayette County,0302,Fayetteville Intermediate School,"03, 04, 05",E,61.8,8.7,12.8,0.5,5.5,6,89.3
2012,689,Liberty County,0189,Joseph Martin Elementary School,"KK, 01, 02, 03, 04, 05",E,59.7,11.3,12,1,5.3,6.3,89.3
2012,710,Paulding County,0201,Lena Mae Moses Middle School,"06, 07, 08",M,61.6,10.3,13.5,0.5,3.4,3.9,89.3
2012,722,Rockdale County,2050,Flat Shoals Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.3,10.4,11.3,2,7.3,9.3,89.3
2012,758,Wilkinson County,1050,Wilkinson County Primary School,"PK, KK, 01, 02",E,61.8,NA,NA,1,,1,89.3
2012,761,Atlanta Public Schools,0201,Charles R. Drew Charter School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,56.6,10.4,15,0,7.3,7.3,89.3
2012,7830610,Commission Charter Schools- Coweta Charter Academy,ALL,All Schools,"KK, 01, 02, 03, 04",E,60.4,10.5,15,0,3.4,3.4,89.3
2012,613,Brantley County,0294,Nahunta Elementary School,"04, 05, 06",E,59.5,10.2,12.8,0.5,6.4,6.9,89.4
2012,701,Mitchell County,0105,Baconton Community Charter School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,61.1,12.3,15,1,,1,89.4
2012,765,Calhoun City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,61.3,10.7,11.3,0,6.1,6.1,89.4
2012,638,Coweta County,0196,Northgate High School,"09, 10, 11, 12",H,60.4,11.3,15,0,2.8,2.8,89.5
2012,647,Dougherty County,0199,Lamar Reese School of the Arts,"KK, 01, 02, 03, 04, 05",E,56,8.8,15,0.5,9.2,9.7,89.5
2012,656,Fayette County,1050,Brooks Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.3,10.8,15,0.5,2.9,3.4,89.5
2012,658,Forsyth County,0204,Chestatee Elementary,"PK, KK, 01, 02, 03, 04, 05",E,61.4,9.1,13.5,1,4.5,5.5,89.5
2012,672,Harris County,0190,Pine Ridge Elementary School,"PK, KK, 01, 02, 03, 04",E,61,9.8,14.3,1,3.4,4.4,89.5
2012,675,Henry County,0108,Woodland Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.8,8.7,15,0.5,5.5,6,89.5
2012,764,Buford City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,61.8,11.8,15,0,0.9,0.9,89.5
2012,667,Gwinnett County,0395,Jackson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61,10.5,11.3,0.5,6.3,6.8,89.6
2012,668,Habersham County,0201,Demorest Elementary School,"KK, 01, 02, 03, 04, 05",E,59.8,10.9,12,1,5.9,6.9,89.6
2012,675,Henry County,0603,Luella Middle School,"06, 07, 08",M,61.2,10.7,13.5,0,4.2,4.2,89.6
2012,675,Henry County,0509,Rock SPring Elementary,"PK, KK, 01, 02, 03, 04, 05",E,59.1,11.1,14.3,0.5,4.6,5.1,89.6
2012,676,Houston County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,61.3,10.2,12,0,6.1,6.1,89.6
2012,695,Madison County,0195,Danielsville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.9,11.1,13.5,0.5,6.6,7.1,89.6
2012,706,Muscogee County,0196,Blackmon Road Middle School,"06, 07, 08",M,63.1,10.6,12,0.5,3.4,3.9,89.6
2012,707,Newton County,4550,Heard-Mixon Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.3,9.9,14.3,1,6.1,7.1,89.6
2012,709,Oglethorpe County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,61.4,10.8,12,0,5.4,5.4,89.6
2012,712,Pickens County,0103,Hill City Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.2,8.4,13.5,1,5.5,6.5,89.6
2012,764,Buford City,0191,Buford High School,"09, 10, 11, 12",H,61.9,11.8,15,0,0.9,0.9,89.6
2012,623,Catoosa County,0103,Battlefield Elementary School,"03, 04, 05",E,59.3,10.1,12.8,1.5,6,7.5,89.7
2012,633,Cobb County,0287,Lewis Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61,9.6,13.5,0.5,5.1,5.6,89.7
2012,675,Henry County,0107,Dutchtown Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.4,11.3,15,0.5,3.5,4,89.7
2012,693,Lumpkin County,ALL,All Schools,"KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,60,10.6,12.8,0,6.3,6.3,89.7
2012,706,Muscogee County,2058,Double Churches Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.8,10.6,13.5,2,3.8,5.8,89.7
2012,632,Clinch County,0201,Clinch County Middle School,"05, 06, 07",E,56.3,11.8,13.5,0.5,7.7,8.2,89.8
2012,636,Columbia County,0193,Riverside Middle School,"06, 07, 08",M,63.6,9.2,15,0.5,1.5,2,89.8
2012,653,Emanuel County,0196,Swainsboro Primary School,"PK, KK, 01, 02",E,62.5,NA,NA,0.5,,0.5,89.8
2012,660,Fulton County,0202,Hillside Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.6,10.9,12.8,1.5,3,4.5,89.8
2012,737,Tift County,0173,G. O. Bailey Primary School,"PK, KK, 01, 02, 03",E,55.8,NA,12.8,0.5,8.6,9.1,89.8
2012,7830610,Commission Charter Schools- Coweta Charter Academy,0610,Coweta Charter Academy,"KK, 01, 02, 03, 04",E,60.4,10.5,15,0.5,3.4,3.9,89.8
2012,615,Bryan County,0286,Bryan County Elementary School,"03, 04, 05",E,59.1,11.3,11.3,1,7.2,8.2,89.9
2012,623,Catoosa County,5050,Graysville Elementary School,"KK, 01, 02, 03, 04, 05",E,61.9,10.4,13.5,0.5,3.6,4.1,89.9
2012,628,Cherokee County,1052,Clayton Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,60.2,11.6,15,1,2.1,3.1,89.9
2012,644,DeKalb County,4060,Laurel Ridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.9,10,13.5,1.5,5,6.5,89.9
2012,644,DeKalb County,0705,DeKalb PATH Academy Charter School,"05, 06, 07, 08",E,57.2,11.7,11.3,0,9.7,9.7,89.9
2012,657,Floyd County,3050,Cave Spring Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.2,10.9,12.8,1.5,5.5,7,89.9
2012,658,Forsyth County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,62.9,10.8,15,0,1.2,1.2,89.9
2012,667,Gwinnett County,4556,North Gwinnett High School,"09, 10, 11, 12",H,62.9,10.8,15,0,1.2,1.2,89.9
2012,707,Newton County,4050,Mansfield Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.1,10.7,14.3,1,2.8,3.8,89.9
2012,785,Rome City,0275,East Central Elementary School,"KK, 01, 02, 03, 04, 05, 06",E,61.6,10.8,12.8,0.5,4.2,4.7,89.9
2012,628,Cherokee County,0190,Mountain Road Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,61.2,9.9,15,0.5,3.4,3.9,90
2012,642,Dawson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,60.9,10.5,13.5,0,5.1,5.1,90
2012,657,Floyd County,0173,McHenry Primary,"PK, KK, 01, 02, 03",E,56.7,NA,NA,1,8,9,90
2012,667,Gwinnett County,1112,Moore Middle School,"06, 07, 08",M,59.6,11,12,1,6.4,7.4,90
2012,690,Lincoln County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,61.4,10.1,12,0,6.5,6.5,90
2012,717,Putnam County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,59.1,10.3,13.5,0,7.1,7.1,90
2012,748,Ware County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,60.2,10,12.8,0,7,7,90
2012,748,Ware County,3050,Memorial Drive Elementary School,"KK, 01, 02, 03, 04, 05",E,58.2,11.1,12,1,7.7,8.7,90
2012,748,Ware County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,59,11.2,12.8,0,7,7,90
2012,779,Jefferson City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,61.3,10.5,15,0,3.2,3.2,90
2012,603,Bacon County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,59.9,10.5,13.5,0,6.2,6.2,90.1
2012,623,Catoosa County,0205,Heritage Middle School,"06, 07, 08",M,62.2,11,12.8,0,4.1,4.1,90.1
2012,631,Clayton County,0109,Mount Zion Primary,"PK, KK, 01, 02",E,62.7,NA,NA,0.5,,0.5,90.1
2012,634,Coffee County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,60.4,10,12,0,7.7,7.7,90.1
2012,638,Coweta County,0395,Arnall Middle School,"06, 07, 08",M,62.7,10.9,12,1,3.5,4.5,90.1
2012,660,Fulton County,0406,Amana Academy School,"KK, 01, 02, 03, 04, 05, 06, 07, 08",M,59.9,12.1,15,0,3.1,3.1,90.1
2012,688,Lee County,0197,Kinchafoonee Primary School,"PK, KK, 01, 02",E,62.7,NA,NA,0.5,,0.5,90.1
2012,709,Oglethorpe County,0112,Oglethorpe County Middle School,"06, 07, 08",M,61.4,10.8,12,0.5,5.4,5.9,90.1
2012,763,Bremen City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,61.7,11.3,15,0,2.1,2.1,90.1
2012,773,Decatur City,3050,Decatur High School,"09, 10, 11, 12",H,61.6,10.6,15,1,1.9,2.9,90.1
2012,633,Cobb County,0198,Chalker Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.7,10.2,15,0.5,3.8,4.3,90.2
2012,669,Hall County,0196,Friendship Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.3,10.9,13.5,0.5,4,4.5,90.2
2012,706,Muscogee County,0112,Early College Academy of Columbus at Waverly Terrace,"09, 10, 11, 12",H,55.8,11.3,15,0.5,7.6,8.1,90.2
2012,729,Sumter County,0100,Sumter County Primary School,"PK, KK, 01, 02",E,62.8,NA,NA,0.5,,0.5,90.2
2012,7830310,Commission Charter Schools- Fulton Leadership Academy,ALL,All Schools,"06, 07",M,58,10.8,14.3,0,7.1,7.1,90.2
2012,7830310,Commission Charter Schools- Fulton Leadership Academy,0310,Fulton Leadership Academy,"06, 07",M,58,10.8,14.3,0,7.1,7.1,90.2
2012,607,Barrow County,0298,Yargo Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.9,10.4,12.8,1,5.2,6.2,90.3
2012,608,Bartow County,1052,Cloverleaf Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.6,11.7,12,1,7,8,90.3
2012,622,Carroll County,0115,Providence Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.6,10.8,12.8,0,5.1,5.1,90.3
2012,628,Cherokee County,0201,Chapman Intermediate School,"05, 06",M,62.1,10.3,15,0.5,2.4,2.9,90.3
2012,644,DeKalb County,0406,Chamblee Middle School,"06, 07, 08",M,65.2,10.4,11.3,1,2.4,3.4,90.3
2012,660,Fulton County,0207,Dunwoody Springs Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.5,9.9,12,1.5,7.4,8.9,90.3
2012,667,Gwinnett County,5554,Lilburn Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.4,10.1,12.8,1,9.4,10,90.3
2012,667,Gwinnett County,0291,Shiloh Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59,10.8,13.5,0.5,6.5,7,90.3
