School Year,System Id,System Name,School Id,School Name,Grade Configuration,Grade Cluster,Achievement Points,Progress Points,Achievement Gap Points,ETB Points,EL/ED/SWD Performance Points,Challenge Points,CCRPI Score
2012,785,Rome City,0275,East Central Elementary School,"KK, 01, 02, 03, 04, 05, 06",M,60.8,10.9,14.3,0.5,3.8,4.3,90.3
2012,634,Coffee County,0282,Eastside Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.8,10.2,13.5,0.5,5.4,5.9,90.4
2012,657,Floyd County,3052,Glenwood Primary School,"PK, KK, 01, 02",E,62.6,NA,NA,1,,1,90.4
2012,667,Gwinnett County,0495,Kanoheda Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.2,11.1,11.3,1,8.8,9.8,90.4
2012,719,Rabun County,5050,South Rabun Elementary School,"PK, KK, 01, 02",E,62.2,NA,NA,1.5,,1.5,90.4
2012,759,Worth County,0196,Worth County Primary School,"PK, KK, 01, 02",E,62.6,NA,NA,1,,1,90.4
2012,603,Bacon County,3050,Bacon County Elementary School,"03, 04, 05",E,59.8,10.5,13.5,0.5,6.2,6.7,90.5
2012,656,Fayette County,0102,Cleveland Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.6,9.3,15,0.5,2.1,2.6,90.5
2012,656,Fayette County,0491,Flat Rock Middle School,"06, 07, 08",M,61.1,10.5,15,0,3.9,3.9,90.5
2012,658,Forsyth County,1052,Midway Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.4,10.5,12,1,5.6,6.6,90.5
2012,690,Lincoln County,0101,Lincoln County Middle School,"06, 07, 08",M,61.4,10.1,12,0.5,6.5,7,90.5
2012,693,Lumpkin County,0191,Long Branch Elementary School,"KK, 01, 02, 03, 04, 05",E,59.9,10.5,12.8,0.5,6.8,7.3,90.5
2012,702,Monroe County,0177,Banks Stephens Middle School,"06, 07, 08",M,62.8,10.2,12,0.5,5,5.5,90.5
2012,613,Brantley County,0294,Nahunta Elementary School,"04, 05, 06",M,59.6,10.6,13.5,0.5,6.4,6.9,90.6
2012,636,Columbia County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,63.1,10,15,0,2.5,2.5,90.6
2012,636,Columbia County,0194,Riverside Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,64.1,9.1,15,1,1.4,2.4,90.6
2012,643,Decatur County,3052,John Johnson Elementary School,"PK, KK, 01, 02, 03, 04",E,59.7,12.7,12.8,1,4.4,5.4,90.6
2012,660,Fulton County,0199,Stonewall Tell Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.7,10.6,12.8,1,5.5,6.5,90.6
2012,672,Harris County,0399,Harris County Carver Middle School,"07, 08",M,62.8,10,13.5,0.5,3.8,4.3,90.6
2012,741,Troup County,0205,Franklin Forest Elementary,"PK, KK, 01, 02, 03, 04, 05",E,60,11.4,12.8,1,5.4,6.4,90.6
2012,607,Barrow County,0106,Haymon-Morris Middle School,"06, 07, 08",M,60.7,10.7,14.3,0.5,4.5,5,90.7
2012,636,Columbia County,0290,Lakeside Middle School,"06, 07, 08",M,61.4,10.1,13.5,0.5,5.2,5.7,90.7
2012,638,Coweta County,0191,Canongate Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.6,10.2,15,0,1.9,1.9,90.7
2012,658,Forsyth County,0103,Cumming Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.7,9.6,13.5,1,4.9,5.9,90.7
2012,667,Gwinnett County,1020,New Life Academy of Excellence Duluth,"KK, 01, 02, 03, 04, 05, 06, 07",E,63.3,11.4,15,1,,1,90.7
2012,672,Harris County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,62.5,10.1,14.3,0,3.8,3.8,90.7
2012,708,Oconee County,0293,Oconee County High School,"09, 10, 11, 12",H,62.8,9.8,15,0.5,2.6,3.1,90.7
2012,727,Stephens County,0295,Eastanollee Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.6,8.8,13.5,1.5,7.3,8.8,90.7
2012,763,Bremen City,0201,Bremen High School,"09, 10, 11, 12",H,61.8,11.3,15,0.5,2.1,2.6,90.7
2012,606,Banks County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,62.9,10.5,14.3,0,3.1,3.1,90.8
2012,628,Cherokee County,0182,Johnston Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62.2,9.5,14.3,0.5,4.3,4.8,90.8
2012,656,Fayette County,0198,Starrs Mill High School,"09, 10, 11, 12",H,63.1,11.7,15,0.5,0.5,1,90.8
2012,674,Heard County,2050,Ephesus Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.2,12.4,14.3,1.5,2.4,3.9,90.8
2012,678,Jackson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,61.9,10.3,12.8,0,5.8,5.8,90.8
2012,693,Lumpkin County,0103,Blackburn Elementary School,"KK, 01, 02, 03, 04, 05",E,61.1,10.5,13.5,0.5,5.2,5.7,90.8
2012,735,Terrell County,2050,Cooper Primary School,"PK, KK, 01, 02",E,63.2,NA,NA,0.5,,0.5,90.8
2012,651,Effingham County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,61.9,10.4,14.3,0,4.3,4.3,90.9
2012,660,Fulton County,0302,Elkins Pointe Middle School,"06, 07, 08",M,62.4,10.5,13.5,0.5,4,4.5,90.9
2012,660,Fulton County,0910,Johns Creek High School,"09, 10, 11, 12",H,63.7,11.2,15,0,1,1,90.9
2012,663,Glynn County,0178,Glyndale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.9,11.5,14.3,1,6.2,7.2,90.9
2012,675,Henry County,0101,Union Grove High,"09, 10, 11, 12",H,63.4,11.7,15,0,0.8,0.8,90.9
2012,746,Walker County,0200,North LaFayette Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.7,10.3,12.8,0.5,5.6,6.1,90.9
2012,765,Calhoun City,0405,Calhoun Elementary School,"03, 04, 05",E,61.3,10.7,11.3,1.5,6.1,7.6,90.9
2012,622,Carroll County,0405,Ithica Elementary ,"PK, KK, 01, 02, 03, 04, 05",E,62.5,9.5,13.5,0,5.5,5.5,91
2012,633,Cobb County,4050,Awtrey Middle School,"06, 07, 08",M,63.3,10.8,12.8,0.5,3.6,4.1,91
2012,633,Cobb County,5067,Sedalia Park Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.7,11.9,12.8,1,6.6,7.6,91
2012,667,Gwinnett County,0199,Meadowcreek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.9,10.8,14.3,1.5,9.1,10,91
2012,667,Gwinnett County,2056,Mountain Park Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.6,10.7,12.8,1,4.9,5.9,91
2012,676,Houston County,3550,Kings Chapel Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62.2,8.8,13.5,1,5.5,6.5,91
2012,676,Houston County,0199,Matthew Arthur Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.4,9.5,15,1,4.1,5.1,91
2012,702,Monroe County,0105,T.G. Scott Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62.4,8.7,14.3,2,3.6,5.6,91
2012,710,Paulding County,0194,Floyd L. Shelton Elementary School at Crossroad,"PK, KK, 01, 02, 03, 04, 05",E,63.9,9,15,0.5,2.6,3.1,91
2012,717,Putnam County,0111,Putnam County Middle School,"06, 07, 08",M,59.1,10.3,13.5,1,7.1,8.1,91
2012,741,Troup County,0194,Hollis Hand Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.9,11.2,13.5,0.5,4.9,5.4,91
2012,748,Ware County,3052,Waresboro Elementary School,"KK, 01, 02, 03, 04, 05",E,58.2,10.7,14.3,1,6.8,7.8,91
2012,779,Jefferson City,0174,Jefferson High School,"09, 10, 11, 12",H,61.3,10.5,15,1,3.2,4.2,91
2012,781,Marietta City,5052,West Side Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62.9,10.8,14.3,1.5,1.5,3,91
2012,631,Clayton County,1550,Arnold Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.4,10.6,12.8,1,6.3,7.3,91.1
2012,647,Dougherty County,4054,Lake Park Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62.6,8.9,15,0.5,4.1,4.6,91.1
2012,660,Fulton County,0299,Manning Oaks Elementary School ,"PK, KK, 01, 02, 03, 04, 05",E,60.3,10.7,14.3,1,4.8,5.8,91.1
2012,676,Houston County,0194,Perdue Elementary School,"03, 04, 05",E,62.3,10.3,13.5,1,4,5,91.1
2012,678,Jackson County,2550,Maysville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.5,9.5,14.3,1,7.8,8.8,91.1
2012,710,Paulding County,0110,Burnt Hickory Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.8,9.3,15,0.5,2.5,3,91.1
2012,613,Brantley County,2050,Hoboken Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,62.8,8.3,15,0,5.1,5.1,91.2
2012,633,Cobb County,0304,Kennesaw Charter School,"KK, 01, 02, 03, 04, 05, 06",E,62.4,12.5,14.3,0,2,2,91.2
2012,636,Columbia County,0107,Evans Middle School,"06, 07, 08",M,64.2,9.6,14.3,0.5,2.6,3.1,91.2
2012,675,Henry County,0207,Timber Ridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.7,10.5,15,0.5,3.5,4,91.2
2012,747,Walton County,0291,Loganville Middle School,"06, 07, 08",M,61.7,9.7,15,0.5,4.3,4.8,91.2
2012,625,Chatham County,3064,Pooler Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.5,10,15,1,6.8,7.8,91.3
2012,638,Coweta County,0106,Lee Middle School,"06, 07, 08",M,61.9,10.1,15,0.5,3.8,4.3,91.3
2012,659,Franklin County,2050,Carnesville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62.3,9.5,12.8,0.5,6.2,6.7,91.3
2012,675,Henry County,0297,Hickory Flat Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.7,11.5,14.3,0.5,6.3,6.8,91.3
2012,723,Schley County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,62.4,8.9,15,0,5,5,91.3
2012,723,Schley County,0101,Schley Middle High School,"06, 07, 08, 09, 10, 11, 12",M,62.4,8.9,15,0,5,5,91.3
2012,741,Troup County,0597,Ethel Kight Magnet Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.3,10.5,13.5,0.5,6.5,7,91.3
2012,633,Cobb County,0104,Bullard Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62.9,10.1,15,0.5,2.9,3.4,91.4
2012,634,Coffee County,5050,Westside Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.9,8.9,13.5,0.5,7.6,8.1,91.4
2012,644,DeKalb County,5016,Coralwood Education Center,"PK, KK",E,64,NA,NA,0,,0,91.4
2012,648,Douglas County,0407,Brighten Academy,"KK, 01, 02, 03, 04, 05, 06, 07, 08",M,64.7,9.8,14.3,0,2.6,2.6,91.4
2012,660,Fulton County,0602,Fulton Science Academy,"06, 07, 08",M,62.7,12,15,0.5,1.2,1.7,91.4
2012,668,Habersham County,3054,Woodville Elementary School,"KK, 01, 02, 03, 04, 05",E,60.5,11.9,12.8,1,5.2,6.2,91.4
2012,692,Lowndes County,0194,Moulton-Branch Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.2,9,13.5,1.5,6.2,7.7,91.4
2012,748,Ware County,0395,Ware County Middle School,"06, 07, 08",M,60.9,10.5,14.3,1,4.7,5.7,91.4
2012,792,Valdosta City,0101,Sallas Mahone Elementary,"KK, 01, 02, 03, 04, 05",E,60.7,11.3,13.5,0,5.9,5.9,91.4
2012,793,Vidalia City,2050,J. D. Dickerson Primary School,"PK, KK, 01",E,63.6,NA,NA,0.5,,0.5,91.4
2012,620,Camden County,0105,Saint Marys Middle School,"06, 07, 08",M,62.6,10.9,12.8,0.5,4.7,5.2,91.5
2012,628,Cherokee County,0198,R. M. Moore Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,59.5,12.1,15,0.5,4.4,4.9,91.5
2012,676,Houston County,0191,Northside Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.4,11.1,12.8,1,6.2,7.2,91.5
2012,688,Lee County,0209,Lee High School 9th Grade Campus,9,H,63.6,12,15,0,0.9,0.9,91.5
2012,692,Lowndes County,0100,Dewar Elementary ,"PK, KK, 01, 02, 03, 04, 05",E,62.5,9.1,14.3,1,4.6,5.6,91.5
2012,764,Buford City,0104,Buford Middle School,"06, 07, 08",M,63.1,10.3,15,0,3.1,3.1,91.5
2012,764,Buford City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,63.1,10.3,15,0,3.1,3.1,91.5
2012,606,Banks County,0107,Banks County Elementary School,"03, 04, 05",E,62.7,10.5,14.3,1,3.1,4.1,91.6
2012,625,Chatham County,0211,Godley Station School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,61.7,10.7,14.3,1,3.9,4.9,91.6
2012,667,Gwinnett County,1056,Lilburn Middle School,"06, 07, 08",M,57.8,11.2,13.5,1.5,7.6,9.1,91.6
2012,667,Gwinnett County,0398,Partee Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58,11.7,13.5,1,7.4,8.4,91.6
2012,689,Liberty County,0100,Waldo Pafford Elementary School,"KK, 01, 02, 03, 04, 05",E,60.5,9.5,14.3,0.5,6.8,7.3,91.6
2012,722,Rockdale County,5050,House Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57,10.3,15,1.5,7.8,9.3,91.6
2012,746,Walker County,5052,Stone Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.8,11.5,12.8,0.5,8,8.5,91.6
2012,628,Cherokee County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,63.4,10.4,15,0,2.9,2.9,91.7
2012,636,Columbia County,0186,Evans Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.8,9.3,14.3,1,3.3,4.3,91.7
2012,667,Gwinnett County,0391,Pharr Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.1,10.8,14.3,1.5,4,5.5,91.7
2012,721,Richmond County,1064,Walker Traditional Elementary School,"KK, 01, 02, 03, 04, 05, 06, 07, 08",M,62.8,8.3,14.3,1.5,4.8,6.3,91.7
2012,620,Camden County,0495,Mary Lee Clark Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.2,11.1,14.3,0.5,2.7,3.2,91.8
2012,636,Columbia County,1050,Bel Air Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62.7,9.1,14.3,1,4.7,5.7,91.8
2012,656,Fayette County,0182,McIntosh High School,"09, 10, 11, 12",H,62.7,12.7,15,1,0.4,1.4,91.8
2012,660,Fulton County,0392,Chattahoochee High School,"09, 10, 11, 12",H,62.8,12.2,15,0.5,1.3,1.8,91.8
2012,665,Grady County,1054,Whigham Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,60.6,10.6,14.3,1,5.3,6.3,91.8
2012,667,Gwinnett County,0182,Brookwood High School,"09, 10, 11, 12",H,63.9,10.8,15,1,1.1,2.1,91.8
2012,687,Laurens County,0201,Northwest Laurens Elementary,"PK, KK, 01, 02, 03, 04, 05",E,62.3,9.2,14.3,1,5,6,91.8
2012,772,Dalton City,1050,Brookwood Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.8,9.5,14.3,1,6.2,7.2,91.8
2012,636,Columbia County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,63.3,9.8,15,0,3.8,3.8,91.9
2012,644,DeKalb County,3063,Oak Grove Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,66.1,9.7,15,0.5,0.6,1.1,91.9
2012,676,Houston County,0105,Huntington Middle School,"06, 07, 08",M,60.9,10.5,14.3,0.5,5.7,6.2,91.9
2012,692,Lowndes County,1050,Clyattville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.6,9.8,14.3,2,6.2,8.2,91.9
2012,642,Dawson County,0109,New Dawson County Middle School,"06, 07, 08",M,62.5,10.5,13.5,0.5,5,5.5,92
2012,708,Oconee County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,64.1,10.6,15,0,2.3,2.3,92
2012,722,Rockdale County,0178,Barksdale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.3,10.1,15,2,6.6,8.6,92
2012,744,Union County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,60.6,10.9,14.3,0,6.2,6.2,92
2012,628,Cherokee County,0305,Creekland Middle School,"06, 07, 08",M,64.5,10,14.3,0.5,2.8,3.3,92.1
2012,628,Cherokee County,3052,Hickory Flat Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,64.4,9.8,15,0.5,2.4,2.9,92.1
2012,648,Douglas County,0180,Fairplay Middle School,"06, 07, 08",M,63.9,9.7,14.3,0,4.2,4.2,92.1
2012,695,Madison County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,61.9,10.6,14.3,0,5.3,5.3,92.1
2012,658,Forsyth County,0307,Silver City Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.3,9.6,15,1,3.3,4.3,92.2
2012,664,Gordon County,0292,Ashworth Middle School,"06, 07, 08",M,61.1,11.2,12,1,6.9,7.9,92.2
2012,684,Jones County,0199,Dames Ferry Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.1,11,13.5,1.5,5.1,6.6,92.2
2012,706,Muscogee County,4064,Mathews Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.2,10.1,15,1,2.9,3.9,92.2
2012,741,Troup County,0697,West Side Magnet School,"03, 04, 05, 06, 07, 08",M,62,10.1,13.5,0.5,6.1,6.6,92.2
2012,754,White County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,61.7,10.8,13.5,0,6.2,6.2,92.2
2012,754,White County,0100,White Co. Intermediate,"03, 04, 05, 06",M,60.5,10.4,15,1,5.3,6.3,92.2
2012,761,Atlanta Public Schools,0505,Neighborhood Charter School,"KK, 01, 02, 03, 04, 05",E,63.9,10.6,15,0,2.7,2.7,92.2
2012,786,Social Circle City,0100,Social Circle Primary School,"PK, KK, 01, 02",E,63.5,NA,NA,1.5,,1.5,92.2
2012,628,Cherokee County,0108,Avery Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,64.7,8.7,15,1,2.9,3.9,92.3
2012,633,Cobb County,0602,Palmer Middle School,"06, 07, 08",M,62.6,11.4,14.3,0,4,4,92.3
2012,647,Dougherty County,0205,Lincoln Elementary Magnet School,"KK, 01, 02, 03, 04, 05",E,61.5,9.7,14.3,0.5,6.3,6.8,92.3
2012,656,Fayette County,0296,Spring Hill Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62.6,10.7,15,0.5,3.5,4,92.3
2012,610,Berrien County,5050,Berrien Primary School,"PK, KK, 01, 02",E,64.7,NA,NA,0,,0,92.4
2012,610,Berrien County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,61.6,10.2,14.3,0,6.3,6.3,92.4
2012,620,Camden County,0187,Crooked River Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.4,10.9,14.3,0.5,6.3,6.8,92.4
2012,625,Chatham County,0400,Oglethorpe Charter School,"06, 07, 08",M,64.3,9.7,14.3,0,4.1,4.1,92.4
2012,633,Cobb County,0297,Frey Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.3,10.3,15,0.5,3.3,3.8,92.4
2012,633,Cobb County,0273,Kincaid Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.6,8.7,15,1.5,3.6,5.1,92.4
2012,634,Coffee County,0100,Indian Creek Elementary,"PK, KK, 01, 02, 03, 04, 05",E,61.5,10.2,13.5,0.5,6.7,7.2,92.4
2012,660,Fulton County,0397,River Eves Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.6,10.5,15,1.5,3.8,5.3,92.4
2012,615,Bryan County,0199,Richmond Hill Middle School,"06, 07, 08",M,64.1,10.3,15,0.5,2.6,3.1,92.5
2012,633,Cobb County,0197,Vaughan Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.7,10.2,15,0.5,3.1,3.6,92.5
2012,667,Gwinnett County,0505,Sycamore Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.9,11.2,12.8,0.5,7.1,7.6,92.5
2012,713,Pierce County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,63.1,9.8,13.5,0,6.1,6.1,92.5
2012,713,Pierce County,0197,Pierce County Middle School,"06, 07, 08",M,63.1,9.8,13.5,0,6.1,6.1,92.5
2012,744,Union County,0108,Union County Middle School,"06, 07, 08",M,60.7,10.9,14.3,0.5,6.1,6.6,92.5
2012,625,Chatham County,1058,Heard Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.4,10.3,14.3,1,3.6,4.6,92.6
2012,633,Cobb County,0391,Nicholson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.5,9.8,15,1,5.3,6.3,92.6
2012,637,Cook County,0196,Cook Primary School,"PK, KK, 01, 02",E,64.1,NA,NA,1,,1,92.6
2012,667,Gwinnett County,1005,Alcova Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.2,11.4,13.5,0.5,7,7.5,92.6
2012,710,Paulding County,0204,Roland W. Russom Elementary,"PK, KK, 01, 02, 03, 04, 05",E,63.3,10.6,15,0.5,3.2,3.7,92.6
2012,764,Buford City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,62.8,9.8,14.3,0,5.7,5.7,92.6
2012,651,Effingham County,0296,Ebenezer Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62.4,10.7,14.3,1,4.3,5.3,92.7
2012,660,Fulton County,0204,KIPP South Fulton Academy School,"05, 06, 07, 08",M,59,10.9,15,0.5,7.3,7.8,92.7
2012,675,Henry County,3052,Stockbridge Elementary School,"PK, KK, 01, 02, 03",E,59.3,NA,13.5,0.5,6.6,7.1,92.7
2012,717,Putnam County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,59.6,11.2,13.5,0,8.4,8.4,92.7
2012,719,Rabun County,0105,Rabun County Elementary School,"03, 04, 05, 06",M,60.6,10.9,13.5,1,6.7,7.7,92.7
2012,746,Walker County,0180,LaFayette Middle School,"06, 07, 08",M,59.4,10.9,14.3,0.5,7.6,8.1,92.7
2012,771,Commerce City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,63.5,9.1,14.3,0,5.8,5.8,92.7
2012,771,Commerce City,0105,Commerce Middle School,"05, 06, 07, 08",M,63.5,9.1,14.3,0,5.8,5.8,92.7
2012,613,Brantley County,2050,Hoboken Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,62.9,11.3,13.5,0,5.1,5.1,92.8
2012,636,Columbia County,2050,Columbia Middle School,"06, 07, 08",M,62.5,11,15,0.5,3.8,4.3,92.8
2012,675,Henry County,0203,East Lake Elementary,"PK, KK, 01, 02, 03, 04, 05",E,63.4,10.2,15,1,3.2,4.2,92.8
2012,678,Jackson County,0280,West Jackson Primary,"PK, KK, 01, 02",E,64.6,NA,NA,0.5,,0.5,92.8
2012,692,Lowndes County,3050,Hahira Middle School,"06, 07, 08",M,64.4,10,15,0.5,2.9,3.4,92.8
2012,721,Richmond County,1064,Walker Traditional Elementary School,"KK, 01, 02, 03, 04, 05, 06, 07, 08",E,63.8,9.4,15,0.5,4.1,4.6,92.8
2012,633,Cobb County,0189,Baker Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.6,11.4,15,0.5,5.4,5.9,92.9
2012,656,Fayette County,0402,Hood Avenue Primary School,"PK, KK, 01, 02",E,64.7,NA,NA,0.5,,0.5,92.9
2012,676,Houston County,0296,Bonaire Middle School,"06, 07, 08",M,64.4,10.5,14.3,1,2.7,3.7,92.9
2012,689,Liberty County,0194,Taylors Creek Elementary School,"KK, 01, 02, 03, 04, 05",E,61.7,10.3,14.3,1,5.6,6.6,92.9
2012,741,Troup County,0189,Long Cane Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62,11.2,13.5,0.5,5.7,6.2,92.9
2012,628,Cherokee County,0509,J. Knox Elementary,"PK, KK, 01, 02, 03, 04, 05, 06",M,63.3,10.2,15,0.5,4,4.5,93
2012,651,Effingham County,0107,Blandford Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62.3,10.9,15,0.5,4.3,4.8,93
2012,667,Gwinnett County,0279,Five Forks Middle School,"06, 07, 08",M,63.4,9.9,15,0.5,4.2,4.7,93
2012,667,Gwinnett County,1105,J. A. Alford Elementary,"PK, KK, 01, 02, 03, 04, 05",E,60.7,11.3,12,0.5,8.5,9,93
2012,633,Cobb County,0707,Hillgrove High School,"09, 10, 11, 12",H,62.7,12.3,15,0.5,2.6,3.1,93.1
2012,638,Coweta County,0295,Thomas Crossroads Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,64.5,9.4,15,1.5,2.7,4.2,93.1
2012,656,Fayette County,0287,Fayette Middle School,"06, 07, 08",M,63.1,10.7,14.3,0,5,5,93.1
2012,667,Gwinnett County,0289,McKendree Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.1,10.4,15,1,6.6,7.6,93.1
2012,754,White County,0200,Jack P Nix Primary,"PK, KK, 01, 02",E,64.8,NA,NA,0.5,,0.5,93.1
2012,773,Decatur City,0212,New Glennwood Elementary,"KK, 01, 02, 03",E,64.1,NA,NA,1.5,,1.5,93.1
2012,779,Jefferson City,3050,Jefferson Elementary School,"PK, KK, 01, 02",E,64.5,NA,NA,1,,1,93.1
2012,7830210,Commission Charter Schools- Pataula Charter Academy,ALL,All Schools,"KK, 01, 02, 03, 04, 05, 06, 07",M,62.6,10.8,15,0,4.7,4.7,93.1
2012,789,Thomasville City,5050,Jerger Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.7,11.7,14.3,0.5,2.9,3.4,93.1
2012,606,Banks County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,64.6,10.9,15,0,2.7,2.7,93.2
2012,625,Chatham County,0192,Esther F. Garrison School of Visual and Performing Arts,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,64.6,8.2,15,1,4.4,5.4,93.2
2012,644,DeKalb County,0399,Robert Shaw Theme School,"PK, KK, 01, 02, 03, 04, 05",E,60.3,10.7,13.5,0.5,8.2,8.7,93.2
2012,656,Fayette County,0181,North Fayette Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.5,10.5,15,0.5,5.7,6.2,93.2
2012,667,Gwinnett County,1012,Grace Snell Middle School,"06, 07, 08",M,62.3,11.2,13.5,0,6.2,6.2,93.2
2012,708,Oconee County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,66.4,9.2,15,0,2.6,2.6,93.2
