Mailing Address,District Name,School Name,2011-2012 Rating,Performance Indicators,Marker_Type,Performance Index,4-Year Graduation Rate,5-Year Graduation Rate,Value-Added: All Students,Value-Added: Gifted Students,Value-Added: Lowest 20% in Achievement,Value-Added: Students with Disabilities,Annual Measurable Objectives,District IRN,School IRN,2011 PI Score,School IRN,School IRN
"East Knox Elem, PO Box 97, Bladensburg, OH, 43005",East Knox Local,East Knox Elementary School,Excellent,A,small_green,B,-,-,F,C,C,-,A,047845,002808,102.798913,002808,2808
"East Knox High, 23227 Coshocton Rd, Howard, OH, 43028",East Knox Local,East Knox High School,Excellent,A,small_green,B,C,C,-,-,-,-,B,047845,009043,102.3370787,009043,9043
"Fredericktown High, 111 Stadium Dr, Fredericktown, OH, 43019",Fredericktown Local,Fredericktown High School,Excellent,A,small_green,B,B,A,-,-,-,-,A,047852,012450,105.5909091,012450,12450
"Dan Emmett Elem, 108 Mansfield Ave, Mount Vernon, OH, 43050",Mount Vernon City,Dan Emmett Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,A,A,A,044420,008029,93.33333333,008029,8029
"East Elem, 714 E Vine St, Mount Vernon, OH, 43050",Mount Vernon City,East Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,B,-,B,B,044420,009258,103.4693878,009258,9258
"Mount Vernon High, 300 Martinsburg Rd, Mount Vernon, OH, 43050",Mount Vernon City,Mount Vernon High School,Excellent,A,small_green,B,C,C,-,-,-,-,F,044420,025932,103.0996564,025932,25932
"Pleasant Street Elem, 305 E Pleasant St, Mount Vernon, OH, 43050",Mount Vernon City,Pleasant Street Elementary School,Excellent,A,small_green,B,-,-,D,C,D,D,B,044420,061465,99.23963134,061465,61465
"Twin Oak Elem, 8888 Martinsburg Rd, Mount Vernon, OH, 43050",Mount Vernon City,Twin Oak Elementary School,Excellent,A,small_green,B,-,-,C,C,C,C,D,044420,040477,102.3395445,040477,40477
"Wiggin Street Elem, PO Box 352, Gambier, OH, 43022",Mount Vernon City,Wiggin Street Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,B,-,A,A,044420,012823,105.1162791,012823,12823
"Kirtland Elem, 9140 Chillicothe Rd, Kirtland, OH, 44094",Kirtland Local,Kirtland Elementary School,Excellent,A,small_green,B,-,-,D,F,D,D,A,047878,019208,107.1228616,019208,19208
"Kirtland Middle, 9152 Chillicothe Rd, Kirtland, OH, 44094",Kirtland Local,Kirtland Middle School,Excellent,A,small_green,B,-,-,C,D,B,D,A,047878,019224,103.3173077,019224,19224
"Homer Nash Kimball Elem, 94 River St, Madison, OH, 44057",Madison Local ,Homer Nash Kimball Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,C,B,D,C,047886,019026,100.352349,019026,19026
"Madison High, 3100 Burns Rd, Madison, OH, 44057",Madison Local ,Madison High School,Excellent,A,small_green,B,C,C,-,-,-,-,A,047886,022111,101.0037453,022111,22111
"Madison Middle, 1941 Red Bird Rd, Madison, OH, 44057",Madison Local ,Madison Middle School,Excellent,A,small_green,B,-,-,C,C,C,C,D,047886,022038,95.6831791,022038,22038
"Red Bird Elem, 1956 Red Bird Rd, Madison, OH, 44057",Madison Local ,Red Bird Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,B,C,D,047886,031203,96.26712329,031203,31203
"Bellflower Elem, 6655 Reynolds Rd, Mentor, OH, 44060",Mentor Exempted Village,Bellflower Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,A,C,B,045492,064824,105.8560311,064824,64824
"Brentmoor Elem, 7671 Johnnycake Ridge Rd, Mentor, OH, 44060",Mentor Exempted Village,Brentmoor Elementary School,Excellent,A,small_green,B,-,-,D,C,D,F,F,045492,003509,103.3443709,003509,3509
"Fairfax Elem, 6465 Curtiss Ct, Mentor, OH, 44060",Mentor Exempted Village,Fairfax Elementary School,Excellent,A,small_green,B,-,-,B,C,-,C,A,045492,010975,104.469914,010975,10975
"Garfield Elem, 7090 Hopkins Rd, Mentor, OH, 44060",Mentor Exempted Village,Garfield Elementary School,Effective,A,small_green,B,-,-,F,F,C,-,C,045492,012906,103.3078394,012906,12906
"Hopkins Elem, 7565 Hopkins Rd, Mentor, OH, 44060",Mentor Exempted Village,Hopkins Elementary School,Excellent,A,small_green,B,-,-,C,-,C,D,A,045492,016832,105.3156146,016832,16832
"Memorial Middle, 8979 Mentor Ave, Mentor, OH, 44060",Mentor Exempted Village,Memorial Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,C,B,045492,024224,104.6840149,024224,24224
"Orchard Hollow Elem, 8700 Hendricks Rd, Mentor, OH, 44060",Mentor Exempted Village,Orchard Hollow Elementary School,Excellent,A,small_green,B,-,-,C,C,B,B,A,045492,061663,106.3016529,061663,61663
"Rice Elem, 7640 Lake Shore Blvd, Mentor, OH, 44060",Mentor Exempted Village,Rice Elementary School,Excellent,A,small_green,B,-,-,F,C,C,D,B,045492,031443,103.2471264,031443,31443
"Shore Middle, 5670 Hopkins Rd, Mentor, OH, 44060",Mentor Exempted Village,Shore Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,C,D,045492,061671,99.96755354,061671,61671
"Sterling Morton Elem, 9292 Jordan Dr, Mentor, OH, 44060",Mentor Exempted Village,Sterling Morton Elementary School,Excellent,A,small_green,B,-,-,F,D,C,C,A,045492,036012,104.7774481,036012,36012
"Perry Elem, 1 Learning Ln, Perry, OH, 44081",Perry Local,Perry Elementary School,Excellent,A,small_green,B,-,-,C,C,D,A,B,047902,005264,101.8410042,005264,5264
"Perry High, 1 Success Blvd, Perry, OH, 44081",Perry Local,Perry High School,Excellent,A,small_green,B,A,B,-,-,-,-,A,047902,029710,102.707483,029710,29710
"Perry Middle, 2 Learning Ln, Perry, OH, 44081",Perry Local,Perry Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,C,B,047902,029728,101.6539924,029728,29728
"Buckeye Elem, 175 Buckeye Rd, Painesville, OH, 44077",Riverside Local,Buckeye Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,B,F,047894,004101,101.0894942,004101,4101
"Hale Road Elem, 56 Hale Rd, Painesville, OH, 44077",Riverside Local,Hale Road Elementary School,Excellent,A,small_green,B,-,-,D,C,F,F,B,047894,014845,100.2380952,014845,14845
"Henry F Lamuth Middle, 6700 Auburn Rd, Painesville, OH, 44077",Riverside Local,Henry F Lamuth Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,B,A,C,047894,061895,98.61842105,061895,61895
"Leroy Elem, 13613 Painesville Warren Rd, Painesville, OH, 44077",Riverside Local,Leroy Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,C,C,C,A,047894,020180,101.6666667,020180,20180
"Melridge Elem, 6689 Melridge Dr, Painesville, OH, 44077",Riverside Local,Melridge Elementary School,Excellent,A,small_green,B,-,-,C,D,C,C,A,047894,024141,100.8093525,024141,24141
"Riverside Jr/Sr High, 585 Riverside Dr, Painesville, OH, 44077",Riverside Local,Riverside Jr/Sr High School,Excellent,A,small_green,B,B,B,D,D,D,C,B,047894,031989,101.5244487,031989,31989
"Wickliffe Elem, 1821 Lincoln Rd, Wickliffe, OH, 44092",Wickliffe City,Wickliffe Elementary School,Excellent,A,small_green,B,-,-,B,B,C,C,A,045088,020776,105.8850575,020776,20776
"Wickliffe High, 2255 Rockefeller Rd, Wickliffe, OH, 44092",Wickliffe City,Wickliffe High School,Excellent,A,small_green,B,B,B,-,-,-,-,A,045088,041202,104.2556391,041202,41202
"Wickliffe Middle, 29240 Euclid Ave, Wickliffe, OH, 44092",Wickliffe City,Wickliffe Middle School,Excellent,A,small_green,B,-,-,C,D,C,C,B,045088,041210,98.16725979,041210,41210
"Eastlake Middle, 35972 Lake Shore Blvd, Eastlake, OH, 44095",Willoughby-Eastlake City,Eastlake Middle School,Excellent with Distinction,A,small_green,B,-,-,A,C,A,C,C,045104,009621,98.35603996,009621,9621
"Edison Elem, 5288 Karen Isle Dr, Willoughby, OH, 44094",Willoughby-Eastlake City,Edison Elementary School,Excellent,A,small_green,B,-,-,F,F,D,D,D,045104,009985,101.2573099,009985,9985
"Grant Elem, 38281 Hurricane Dr, Willoughby, OH, 44094",Willoughby-Eastlake City,Grant Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,D,-,-,A,045104,014175,102.4314442,014175,14175
"Jefferson Elem, 35980 Lake Shore Blvd, Eastlake, OH, 44095",Willoughby-Eastlake City,Jefferson Elementary School,Excellent,A,small_green,B,-,-,F,C,F,F,C,045104,018077,101.7264957,018077,18077
"Longfellow Elem, 35200 Stevens Blvd, Eastlake, OH, 44095",Willoughby-Eastlake City,Longfellow Elementary School,Excellent,A,small_green,B,-,-,C,B,-,C,D,045104,021378,103.3080808,021378,21378
"Mckinley Elem, 1200 Lost Nation Rd, Willoughby, OH, 44094",Willoughby-Eastlake City,Mckinley Elementary Schoola,Excellent,A,small_green,B,-,-,C,-,D,D,A,045104,023754,100.8487085,023754,23754
"North High, 34041 Stevens Blvd, Eastlake, OH, 44095",Willoughby-Eastlake City,North High School,Excellent,A,small_green,B,B,B,-,-,-,-,B,045104,027573,101.2604502,027573,27573
"South High, 5000 Shankland Rd, Willoughby, OH, 44094",Willoughby-Eastlake City,South High School,Excellent,A,small_green,B,A,A,-,-,-,-,C,045104,035089,107.0498339,035089,35089
"Washington Elem, 503 Vegas Dr, Eastlake, OH, 44095",Willoughby-Eastlake City,Washington Elementary School,Excellent,A,small_green,B,-,-,D,F,B,C,D,045104,039321,103.4012539,039321,39321
"Willoughby Middle, 36901 Ridge Rd, Willoughby, OH, 44094",Willoughby-Eastlake City,Willoughby Middle School,Excellent,A,small_green,B,-,-,C,C,B,C,D,045104,041509,102.8046422,041509,41509
"Chesapeake Elem, 11359 County Road 1, Chesapeake, OH, 45619",Chesapeake Union Exempted Village,Chesapeake Elementary School,Excellent,A,small_green,B,-,-,C,B,D,C,C,045294,040303,100.0666667,040303,40303
"Chesapeake High, 10181 County Road 1, Chesapeake, OH, 45619",Chesapeake Union Exempted Village,Chesapeake High School,Effective,A,small_green,B,C,B,-,-,-,-,D,045294,006098,100.8761905,006098,6098
"Dawson-Bryant Elem, 4503 State Route 243, Ironton, OH, 45638",Dawson-Bryant Local,Dawson-Bryant Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,-,A,A,B,047928,008284,96.35239567,008284,8284
"Fairland High, 812 County Road 411, Proctorville, OH, 45669",Fairland Local ,Fairland High School,Excellent,A,small_green,B,B,C,-,-,-,-,A,047936,011114,104.1791045,011114,11114
"FMS Middle, 7875 County Road 107, Proctorville, OH, 45669",Fairland Local ,Fairland Middle School,Excellent,A,small_green,B,-,-,D,D,A,B,C,047936,011122,100.4878049,011122,11122
"Fairland West Elem, 110 Township Road 1125, Proctorville, OH, 45669",Fairland Local ,Fairland West Elementary School,Excellent,A,small_green,B,-,-,D,F,C,D,B,047936,000177,100.6282723,000177,177
"Ironton High, 1701 S 7th St, Ironton, OH, 45638",Ironton City,Ironton High School,Effective,A,small_green,B,B,B,-,-,-,-,B,044149,017491,93.74576271,017491,17491
"Symmes Valley High, 14778 State Route 141,  Willow Wood, OH, 45696",Symmes Valley Local,Symmes Valley High School,Excellent,A,small_green,B,A,C,-,-,-,-,A,047969,036749,96.76190476,036749,36749
"Granville Intermediate Elem, 2025 Burg St, Granville, OH, 43023",Granville Exempted Village,Granville Intermediate School,Excellent,A,small_green,B,-,-,B,C,B,C,D,045393,145532,106.9030899,145532,145532
"Granville Middle, 210 New Burg St, Granville, OH, 43023",Granville Exempted Village,Granville Middle School,Excellent,A,small_green,B,-,-,F,F,C,C,D,045393,037804,106.9517103,037804,37804
"Heath High, 300 Licking View Dr, Heath, OH, 43056",Heath City,Heath High School,Excellent,A,small_green,B,B,B,-,-,-,-,B,044115,015792,101.4621849,015792,15792
"Stevenson Elem, 152 Cynthia St, Heath, OH, 43056",Heath City,Stevenson Elementary School,Excellent,A,small_green,B,-,-,C,B,D,D,A,044115,121954,102.9608295,121954,121954
"Johnstown High, 401 S Oregon St, Johnstown, OH, 43031",Johnstown-Monroe Local,Johnstown High School,Excellent,A,small_green,B,B,B,-,-,-,-,A,047985,018481,102.2586207,018481,18481
"Oregon Elem, 125 N Oregon St, Johnstown, OH, 43031",Johnstown-Monroe Local,Oregon Elementary School,Excellent,A,small_green,B,-,-,-,-,-,-,A,047985,028761,103.5960591,028761,28761
"Searfoss Elem, 85 W Douglas St, Johnstown, OH, 43031",Johnstown-Monroe Local,Searfoss Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,C,A,047985,008672,103.8204225,008672,8672
"Willis C Adams Middle, 80 W Maple St, Johnstown, OH, 43031",Johnstown-Monroe Local,Willis C Adams Middle School,Excellent,A,small_green,B,-,-,B,C,C,C,C,047985,018473,100.5627706,018473,18473
"Lakewood High, PO Box 70, Hebron, OH, 43025",Lakewood Local,Lakewood High School,Effective,A,small_green,B,C,A,-,-,-,-,C,047993,019695,99.78616352,019695,19695
"Licking Heights Middle, 6565 Summit Rd SW, Pataskala, OH, 43062",Licking Heights Local,Licking Heights Central,Excellent with Distinction,A,small_green,B,-,-,A,C,A,A,D,048009,067868,97.72891566,067868,67868
"Licking Heights High, 4000 Mink St SW, Pataskala, OH, 43062",Licking Heights Local,Licking Heights High School,Excellent,A,small_green,B,A,B,-,-,-,-,D,048009,020461,104.1714286,020461,20461
"LHS Elem, 6623 Summit Rd SW, Pataskala, OH, 43062",Licking Heights Local,Licking Heights South,Excellent,A,small_green,B,-,-,C,C,C,C,F,048009,036467,98.09579439,036467,36467
"Licking Valley High, 100 Hainsview Dr, Newark, OH, 43055",Licking Valley Local,Licking Valley High School,Excellent,A,small_green,B,B,B,-,-,-,-,A,048017,020487,102.3208556,020487,20487
"Licking Valley Middle, 1379 Licking Valley Rd, Newark, OH, 43055",Licking Valley Local,Licking Valley Middle School,Excellent,A,small_green,B,-,-,B,C,C,C,D,048017,020479,97.60752688,020479,20479
"John Clem Elem, 475 Jefferson Rd, Newark, OH, 43055",Newark City,John Clem Elementary School,Excellent,A,small_green,B,-,-,B,C,C,C,D,044453,006627,100.1437372,006627,6627
"Legend Elem, 1075 Evans Blvd, Newark, OH, 43055",Newark City,Legend Elementary,Excellent,A,small_green,B,-,-,C,C,B,C,A,044453,009216,101.1336717,009216,9216
"Liberty Middle School Middle, 1055 Evans Blvd, Newark, OH, 43055",Newark City,Liberty Middle School,Excellent with Distinction,A,small_green,B,-,-,A,B,C,B,C,044453,009218,99.36538462,009218,9218
"Newark High, 314 Granville St, Newark, OH, 43055",Newark City,Newark High School,Effective,A,small_green,B,D,F,-,-,-,-,D,044453,027011,100.3933333,027011,27011
"Newton Elem, 6645 Mount Vernon Rd, Newark, OH, 43055",North Fork Local,Newton Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,B,B,C,B,048025,027136,96.00953895,027136,27136
"Utica High, PO Box 677, Utica, OH, 43080",North Fork Local,Utica High School,Excellent,A,small_green,B,A,B,-,-,-,-,C,048025,038042,101.0518519,038042,38042
"Northridge High, 6066 Johnstown Utica Rd, Johnstown, OH, 43031",Northridge Local,Northridge High School,Excellent,A,small_green,B,A,B,-,-,-,-,A,048033,027771,103.8677686,027771,27771
"Northridge Primary Elem, 124 College St, Alexandria, OH, 43001",Northridge Local,Northridge Primary,Excellent,A,small_green,B,-,-,-,-,-,-,A,048033,010197,98.62244898,010197,10197
"Etna Elem, 8500 Columbia Rd SW, Pataskala, OH, 43062",Southwest Licking Local,Etna Elementary School,Excellent,A,small_green,B,-,-,B,D,C,C,F,048041,010777,96.65379665,010777,10777
"Pataskala Elem, 395 S High St, Pataskala, OH, 43062",Southwest Licking Local,Pataskala Elementary School,Excellent,A,small_green,B,-,-,B,C,B,A,A,048041,029363,98.78787879,029363,29363
"Watkins Memorial High, 8868 Watkins Rd SW, Pataskala, OH, 43062",Southwest Licking Local,Watkins Memorial High School,Excellent,A,small_green,B,B,B,-,-,-,-,B,048041,039842,102.0205479,039842,39842
"Watkins Middle, 8808 Watkins Rd SW, Pataskala, OH, 43062",Southwest Licking Local,Watkins Middle School,Excellent,A,small_green,B,-,-,B,C,B,C,C,048041,067876,99.74321705,067876,67876
"Bellefontaine High, 555 E Lake Ave, Bellefontaine, OH, 43311",Bellefontaine City,Bellefontaine High School,Excellent,A,small_green,B,A,A,-,-,-,-,B,043588,002220,98.75799087,002220,2220
"Bellefontaine Middle, 509 N Park St, Bellefontaine, OH, 43311",Bellefontaine City,Bellefontaine Middle School,Excellent with Distinction,A,small_green,B,-,-,A,C,A,A,F,043588,062406,94.43198804,062406,62406
"Northeastern Elem, 600 E Brown Ave,  Bellefontaine, OH, 43311",Bellefontaine City,Northeastern Elementary School,Excellent,A,small_green,B,-,-,-,-,-,-,F,043588,027649,98.35820896,027649,27649
"Southeastern Elem, 613 Hamilton St, Bellefontaine, OH, 43311",Bellefontaine City,Southeastern Elementary School,Excellent,A,small_green,B,-,-,-,-,-,-,B,043588,035188,102.6960784,035188,35188
"Benjamin Logan Elem, 4560 County Road 26, Bellefontaine, OH, 43311",Benjamin Logan Local,Benjamin Logan Elementary School,Excellent,A,small_green,B,-,-,B,D,B,B,D,048074,002170,98.14583333,002170,2170
"Benjamin Logan High, 6609 State Route 47 E, Bellefontaine, OH, 43311",Benjamin Logan Local,Benjamin Logan High School,Excellent,A,small_green,B,A,A,-,-,-,-,A,048074,021220,98.24705882,021220,21220
"Benjamin Logan Middle, 4626 County Road 26, Bellefontaine, OH, 43311",Benjamin Logan Local,Benjamin Logan Middle School,Excellent with Distinction,A,small_green,B,-,-,A,B,A,A,B,048074,061952,97.30345334,061952,61952
"Indian Lake Elementary Elem, 8770 Co Rd 91, Lakeview, OH, 43333",Indian Lake Local,Indian Lake Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,B,B,A,C,048082,019653,103.5355649,019653,19653
"Indian Lake High, 6210 State Route 235 N, Lewistown, OH, 43333",Indian Lake Local,Indian Lake High School,Excellent,A,small_green,B,B,B,-,-,-,-,C,048082,017343,97.27659574,017343,17343
"Indian Lake Middle, 8920 County Road 91,  Lewistown, OH, 43333",Indian Lake Local,Indian Lake Middle School,Effective,A,small_green,B,-,-,B,B,B,B,B,048082,017335,94.2778542,017335,17335
"Amherst Jr High, 548 Milan Ave, Amherst, OH, 44001",Amherst Exempted Village,Amherst Junior High School,Excellent,A,small_green,B,-,-,C,C,A,A,A,045195,064113,100.1075269,064113,64113
"Josiah Harris Elem, 393 S Lake St, Amherst, OH, 44001",Amherst Exempted Village,Josiah Harris Elementary School,Effective,A,small_green,B,-,-,F,F,C,C,A,045195,064121,102.9982964,064121,64121
"Marion L Steele High, 450 Washington St, Amherst, OH, 44001",Amherst Exempted Village,Marion L Steele High School,Excellent,A,small_green,B,B,B,-,-,-,-,B,045195,022871,104.4934383,022871,22871
"Powers Elem, 401 Washington St, Amherst, OH, 44001",Amherst Exempted Village,Powers Elementary School,Excellent,A,small_green,B,-,-,-,-,-,-,B,045195,030635,107.9602888,030635,30635
"Walter G. Nord Middle, 501 Lincoln St, Amherst, OH, 44001",Amherst Exempted Village,Walter G. Nord Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,C,B,045195,034553,102.0606061,034553,34553
"Erieview Elem, 32630 Electric Blvd, Avon Lake, OH, 44012",Avon Lake City,Erieview Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,C,C,-,A,048124,010652,107.9268293,010652,10652
"Learwood Middle, 340 Lear Rd, Avon Lake, OH, 44012",Avon Lake City,Learwood Middle School,Excellent with Distinction,A,small_green,B,-,-,A,B,C,B,C,048124,062398,107.419128,062398,62398
"Westview Elem, 155 Moore Rd, Avon Lake, OH, 44012",Avon Lake City,Westview Elementary School,Excellent,A,small_green,B,-,-,C,D,C,-,A,048124,040808,108.5897436,040808,40808
"Heritage North Elem, 35575 Detroit Rd, Avon, OH, 44011",Avon Local,Avon Heritage North Elementary School,Effective,A,small_green,B,-,-,F,F,C,C,D,048116,145748,103.3115611,145748,145748
"Avon Heritage South Elementary, 35575 Detroit Rd, Avon, OH, 44011",Avon Local,Avon Heritage South Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,C,F,048116,000701,108.9416342,000701,701
"Avon Middle, 3075 Stoney Ridge Rd, Avon, OH, 44011",Avon Local,Avon Middle School,Excellent with Distinction,A,small_green,B,-,-,A,C,C,B,D,048116,126359,106.65985,126359,126359
"Clearview High, 4700 Broadway, Lorain, OH, 44052",Clearview Local,Clearview High School,Excellent,A,small_green,B,B,D,-,-,-,-,A,048132,006619,98.99236641,006619,6619
"Vincent Elem, 2303 N Ridge Rd E, Lorain, OH, 44055",Clearview Local,Vincent Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,B,C,B,A,048132,038448,98.11320755,038448,38448
"Columbia High, 14168 W River Rd, Columbia Station, OH, 44028",Columbia Local,Columbia High School,Excellent,A,small_green,B,A,B,-,-,-,-,A,048140,007021,106.6,007021,7021
"Columbia Middle, 13646 W River Rd, Columbia Station, OH, 44028",Columbia Local,Columbia Middle School,Excellent with Distinction,A,small_green,B,-,-,A,B,C,C,A,048140,007039,100.9785203,007039,7039
"Elyria High, 311 6th St, Elyria, OH, 44035",Elyria City Schools,Elyria High School,Effective,A,small_green,B,C,D,-,-,-,-,B,043943,010462,96.59451659,010462,10462
"Prospect Elem, 1410 Prospect St, Elyria, OH, 44035",Elyria City Schools,Prospect Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,D,A,043943,030783,96.77033493,030783,30783
"Firelands Elem, 10779 Vermilion Rd, Oberlin, OH, 44074",Firelands Local,Firelands Elementary School,Excellent,A,small_green,B,-,-,C,D,C,C,A,048157,011676,98.66050808,011676,11676
"Firelands High, 10643 Vermilion Rd, Oberlin, OH, 44074",Firelands Local,Firelands High School,Excellent,A,small_green,B,B,C,-,-,-,-,A,048157,011684,104.484472,011684,11684
"South Amherst Middle, 152 W Main St, South Amherst, OH, 44001",Firelands Local,South Amherst Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,A,A,B,048157,033126,100.2958015,033126,33126
"KES Elem, PO Box 65, Lagrange, OH, 44050",Keystone Local,Keystone Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,C,C,D,D,048165,029561,104.0322581,029561,29561
"Keystone High, 580 Opportunity Way, Lagrange, OH, 44050",Keystone Local,Keystone High School,Excellent,A,small_green,B,C,B,-,-,-,-,A,048165,018960,101.9516129,018960,18960
"Keystone Middle, PO Box 65, Lagrange, OH, 44050",Keystone Local,Keystone Middle School,Excellent,A,small_green,B,-,-,B,C,A,B,C,048165,019448,97.34065934,019448,19448
"Midview High, 38199 Capel Rd, Grafton, OH, 44044",Midview Local,Midview High School,Excellent,A,small_green,B,B,C,-,-,-,-,C,048173,024596,101.440273,024596,24596
"West Elem, 13070 Durkee Rd, Grafton, OH, 44044",Midview Local,Midview West Elementary School,Excellent,A,small_green,B,-,-,C,C,C,C,F,048173,008979,103.9607843,008979,8979
"Liberty Elem, 5700 Jaycox Rd, North Ridgeville, OH, 44039",North Ridgeville City,Liberty Elementary School,Excellent,A,small_green,B,-,-,B,C,D,C,F,044537,068510,99.60116732,068510,68510
"North Ridgeville High, 34600 Bainbridge Rd, North Ridgeville, OH, 44039",North Ridgeville City,North Ridgeville High School,Excellent,A,small_green,B,D,C,-,-,-,-,B,044537,026336,103.3714286,026336,26336
"Wilcox Elem, 34580 Bainbridge Rd, North Ridgeville, OH, 44039",North Ridgeville City,Wilcox Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,B,C,D,044537,041244,100.4380242,041244,41244
"Oberlin High, 281 N Pleasant St, Oberlin, OH, 44074",Oberlin City Schools,Oberlin High School,Excellent,A,small_green,B,B,B,-,-,-,-,B,044594,028399,100,028399,28399
"Brookside High, 1812 Harris Rd, Sheffield Village, OH, 44054",Sheffield-Sheffield Lake City,Brookside High School,Excellent,A,small_green,B,C,B,-,-,-,-,A,044768,003830,98.55900621,003830,3830
"Tennyson Elem, 555 Kenilworth Ave, Sheffield Lake, OH, 44054",Sheffield-Sheffield Lake City,Tennyson Elementary School,Excellent,A,small_green,B,-,-,-,-,-,-,A,044768,036996,91.60714286,036996,36996
"William Barr Elem, 2180 Lake Breeze Rd, Sheffield Village, OH, 44054",Sheffield-Sheffield Lake City,William Barr Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,C,A,A,D,044768,001628,96.91666667,001628,1628
"Wellington High, 629 N Main St, Wellington, OH, 44090",Wellington Exempted Village,Wellington High School,Excellent,A,small_green,B,B,C,-,-,-,-,A,045658,061317,104.1869159,061317,61317
"Westwood Elem, 305 Union St, Wellington, OH, 44090",Wellington Exempted Village,Westwood Elementary School,Excellent,A,small_green,B,-,-,-,-,-,-,A,045658,040881,96.01941748,040881,40881
"Anthony Wayne Jr High, 6035 Finzel Rd, Whitehouse, OH, 43571",Anthony Wayne Local,Anthony Wayne Junior High School,Excellent with Distinction,A,small_green,B,-,-,A,A,A,B,A,048207,125229,104.3727162,125229,125229
"Fallen Timbers Middle, 6119 Finzel Rd, Whitehouse, OH, 43571",Anthony Wayne Local,Fallen Timbers Middle School,Excellent with Distinction,A,small_green,B,-,-,A,B,C,C,D,048207,011346,104.9701897,011346,11346
"Monclova Elem, PO Box 108, Monclova, OH, 43542",Anthony Wayne Local,Monclova Elementary School,Excellent,A,small_green,B,-,-,C,C,C,C,A,048207,025197,107.6936027,025197,25197
"Fort Miami Elem, 2501 River Rd, Maumee, OH, 43537",Maumee City,Fort Miami Elementary School,Excellent,A,small_green,B,-,-,-,-,-,-,B,044362,012666,100.8529412,012666,12666
"Gateway Middle, 900 Gibbs St, Maumee, OH, 43537",Maumee City,Gateway Middle School,Excellent,A,small_green,B,-,-,C,B,C,D,B,044362,023234,103.2359551,023234,23234
"Maumee High, 1147 Saco St, Maumee, OH, 43537",Maumee City,Maumee High School,Excellent,A,small_green,B,A,B,-,-,-,-,B,044362,023242,103.8697674,023242,23242
"Clay High, 5665 Seaman St, Oregon, OH, 43616",Oregon City,Clay High School,Excellent,A,small_green,B,B,B,-,-,-,-,B,044602,006494,98.70545455,006494,6494
"Jerusalem Elem, 535 S Yondota Rd, Curtice, OH, 43412",Oregon City,Jerusalem Elementary School,Excellent,A,small_green,B,-,-,B,C,B,A,B,044602,018291,96.91616766,018291,18291
"Crissey Elem, 9220 Geiser Rd, Holland, OH, 43528",Springfield Local ,Crissey Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,A,F,048223,007799,102.9166667,007799,7799
"Holland Elem, 7001 Madison Ave, Holland, OH, 43528",Springfield Local ,Holland Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,F,B,048223,016576,98.66101695,016576,16576
"Holloway Elem, 6611 Pilliod Rd, Holland, OH, 43528",Springfield Local ,Holloway Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,C,C,C,D,048223,119792,104.3670886,119792,119792
"Springfield High, 1470 S Mccord Rd, Holland, OH, 43528",Springfield Local ,Springfield High School,Excellent,A,small_green,B,C,C,-,-,-,-,F,048223,035477,103.9114391,035477,35477
"Springfield Middle School Elem, 7001 Madison Ave, Holland, OH, 43528",Springfield Local ,Springfield Middle School,Excellent,A,small_green,B,-,-,C,C,F,C,F,048223,035501,98.39012346,035501,35501
"Central Elem, 7460 W Central Ave, Toledo, OH, 43617",Sylvania City,Central Elementary School,Excellent,A,small_green,B,-,-,C,F,C,C,D,044875,005330,100.8757062,005330,5330
"Highland Elem, 7720 Erie St, Sylvania, OH, 43560",Sylvania City,Highland Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,B,B,A,B,044875,036699,106.3881748,036699,36699
