DISTRICT,ADDRESS,SCHOOL,,SCHOOLID,TYPE,Grade in 2013,POINTTOT,POINTELEMpass,POINTELEMalt,POINTMIDDpass,POINTMIDDalt,POINTHIGH
RICHLAND 1,"A. C. Flora High, 1 Falcon Drive, Columbia, SC, 29204",A C FLORA HIGH,http://flora.richlandone.org/,4001007,HIGH,D,64.5,,,,,64.5
RICHLAND 1,"Hopkins Middle, 1601 Clarkson Road, Hopkins, SC, 29061",HOPKINS MIDDLE,http://hopkins.richlandone.org/,4001010,MIDD,F,26.7,,,26.7,,
RICHLAND 1,"C. A. Johnson High, 2219 Barhamville Road, Columbia, SC, 29204",C A JOHNSON HIGH,http://johnson.richlandone.org/,4001011,HIGH,F,39.1,,,,,39.1
RICHLAND 1,"W.J. Keenan High, 361 Pisgah Church Road, Columbia, SC, 29203",W J KEENAN HIGH,http://keenan.richlandone.org/,4001012,HIGH,C,77.5,,,,,77.5
RICHLAND 1,"Lower Richland High, 2615 Lower Richland Boulevard, Hopkins, SC, 29061",LOWER RICHLAND HIGH,http://lr.richlandone.org/,4001013,HIGH,F,23.6,,,,,23.6
RICHLAND 1,"St. Andrews Middle, 1231 Bluefield Road, Columbia, SC, 29210",ST ANDREWS MIDDLE,http://sams.richlandone.org/,4001016,MIDD,D,60.2,,,60.2,,
RICHLAND 1,"Alcorn Middle, 5125 Fairfield Road, Columbia, SC, 29203",ALCORN MIDDLE,http://alcorn.richlandone.org/,4001019,MIDD,F,43.4,,,43.4,,
RICHLAND 1,"Arden Elementary, 1300 Ashley Street, Columbia, SC, 29203",ARDEN ELEMENTARY,http://arden.richlandone.org/,4001020,ELEM,A,90.1,90.1,,,,
RICHLAND 1,"Bradley Elementary, 3032 Pinebelt Road, Columbia, SC, 29204",BRADLEY ELEMENTARY,http://bradley.richlandone.org/,4001024,ELEM,D,68.1,68.1,,,,
RICHLAND 1,"Brennen Elementary, 4438 Devereaux Road, Columbia, SC, 29205",BRENNEN ELEMENTARY,http://brennen.richlandone.org/,4001025,ELEM,B,87.4,87.4,,,,
RICHLAND 1,"Annie Burnside Elementary, 7300 Patterson Road, Columbia, SC, 29209",ANNIE BURNSIDE ELEMENTARY,http://burnside.richlandone.org/,4001027,ELEM,D,66.2,66.2,,,,
RICHLAND 1,"Crayton Middle, 5000 Clemson Avenue, Columbia, SC, 29206",CRAYTON MIDDLE,http://crayton.richlandone.org/,4001031,MIDD,B,86.4,,,86.4,,
RICHLAND 1,"Caughman Road Elementary, 7725 Caughman Road, Columbia, SC, 29209",CAUGHMAN ROAD ELEMENTARY,http://caughman.richlandone.org/,4001032,ELEM,A,98,98,,,,
RICHLAND 1,"W. G. Sanders Middle, 3455 Pinebelt Road, Columbia, SC, 29204",W G SANDERS MIDDLE,http://sanders.richlandone.org/,4001034,MIDD,F,31.3,,,31.3,,
RICHLAND 1,"Gadsden Elementary, 1660 South Goodwin Circle, Gadsden, SC, 29052",GADSDEN ELEMENTARY,http://gadsden.richlandone.org/,4001036,ELEM,A,99.5,99.5,,,,
RICHLAND 1,"Heyward Gibbes Middle, 500 Summerlea Drive, Columbia, SC, 29203",GIBBES MIDDLE,http://gibbes.richlandone.org/,4001037,MIDD,D,67.9,,,67.9,,
RICHLAND 1,"A. J. Lewis Greenview Elementary, 726 Easter Street, Columbia, SC, 29203",A J LEWIS GREENVIEW ELEMENTARY,http://greenview.richlandone.org/,4001038,ELEM,A,94.5,94.5,,,,
RICHLAND 1,"Hand Middle, 2600 Wheat Street, Columbia, SC, 29205",HAND MIDDLE,http://hand.richlandone.org/,4001039,MIDD,B,89.9,,,89.9,,
RICHLAND 1,"Hopkins Elementary, 6120 Cabin Creek Road, Hopkins, SC, 29061",HOPKINS ELEMENTARY,http://hopkinsel.richlandone.org/,4001040,ELEM,C,78.8,78.8,,,,
RICHLAND 1,"Horrell Hill Elementary, 517 Horrell Hill Road, Hopkins, SC, 29061",HORRELL HILL ELEMENTARY,http://horrellhill.richlandone.org/,4001041,ELEM,B,84.1,84.1,,,,
RICHLAND 1,"Hyatt Park Elementary, 4200 Main Street, Columbia, SC, 29203",HYATT PARK ELEMENTARY,http://hyattpark.richlandone.org/,4001042,ELEM,F,58.8,58.8,,,,
RICHLAND 1,"Logan Elementary, 815 Elmwood Avenue, Columbia, SC, 29201",LOGAN ELEMENTARY,http://logan.richlandone.org/,4001045,ELEM,B,87,87,,,,
RICHLAND 1,"Meadowfield Elementary, 525 Galway Lane, Columbia, SC, 29209",MEADOWFIELD ELEMENTARY,http://meadowfield.richlandone.org/,4001046,ELEM,B,80.6,80.6,,,,
RICHLAND 1,"Mill Creek Elementary, 925 Universal Drive, Columbia, SC, 29209",MILL CREEK ELEMENTARY,http://millcreek.richlandone.org/,4001047,ELEM,B,86.7,86.7,,,,
RICHLAND 1,"A. C. Moore Elementary, 333 Etiwan Avenue, Columbia, SC, 29205",A C MOORE ELEMENTARY,http://acmoore.richlandone.org/,4001048,ELEM,D,66.7,66.7,,,,
RICHLAND 1,"E.E. Taylor Elementary, 200 McRae Street, Columbia, SC, 29203",EDWARD E TAYLOR ELEMENTARY,http://taylor.richlandone.org/,4001053,ELEM,A,95.2,95.2,,,,
RICHLAND 1,"Rosewood Elementary, 3300 Rosewood Drive, Columbia, SC, 29205",ROSEWOOD ELEMENTARY,http://rosewood.richlandone.org/,4001054,ELEM,A,91.5,91.5,,,,
RICHLAND 1,"South Kilbourne Elementary, 1400 South Kilbourne Road, Columbia, SC, 29205",S KILBOURNE ELEMENTARY,http://skilbourne.richlandone.org/,4001055,ELEM,A,97.8,97.8,,,,
RICHLAND 1,"Satchel Ford Elementary, 5901 Satchel Ford Road, Columbia, SC, 29206",SATCHEL FORD ROAD ELEMENTARY,http://satchelford.richlandone.org/,4001056,ELEM,B,88.5,88.5,,,,
RICHLAND 1,"Sandel Elementary, 2700 Seminole Road, Columbia, SC, 29210",WILLIAM S SANDEL ELEMENTARY,http://sandel.richlandone.org/,4001059,ELEM,F,42.5,42.5,,,,
RICHLAND 1,"H. B. Rhame Elementary, 1300 Arrowwood Drive, Columbia, SC, 29210",H B RHAME ELEMENTARY,http://rhame.richlandone.org/,4001060,ELEM,C,72.2,72.2,,,,
RICHLAND 1,"J. P. Thomas Elementary, 6001 Weston Avenue, Columbia, SC, 29203",JOHN P THOMAS ELEMENTARY,http://jpthomas.richlandone.org/,4001062,ELEM,F,49.8,49.8,,,,
RICHLAND 1,"Webber School, 140 Webber School Road, Eastover, SC, 29044",WEBBER ELEMENTARY,http://webber.richlandone.org/,4001064,ELEM,A,97.5,97.5,,,,
RICHLAND 1,"W. A. Perry Middle, 2600 Barhamville Road, Columbia, SC, 29204",W A PERRY MIDDLE,http://perry.richlandone.org/,4001067,MIDD,F,51.6,,,51.6,,
RICHLAND 1,"Carver-Lyon Elementary, 2100 Waverly Street, Columbia, SC, 29204",CARVER-LYON ELEMENTARY,http://carverlyon.richlandone.org/,4001088,ELEM,F,33.5,33.5,,,,
RICHLAND 1,"Burton Pack Elementary, 111 Garden Drive, Columbia, SC, 29204",BURTON PACK ELEMENTARY,http://burtonpack.richlandone.org/,4001089,ELEM,F,58.3,58.3,,,,
RICHLAND 1,"Pine Grove Elementary, 111 Huffstetler Drive, Columbia, SC, 29210",PINE GROVE ELEMENTARY,http://pinegrove.richlandone.org/,4001090,ELEM,A,96.8,96.8,,,,
RICHLAND 1,"Southeast Middle, 731 Horrell Hill Road, Hopkins, SC, 29061",SOUTHEAST MIDDLE,http://southeast.richlandone.org/,4001091,MIDD,F,31.8,,,31.8,,
RICHLAND 1,"Watkins-Nance Elementary, 2525 Barhamville Road, Columbia, SC, 29204",WATKINS-NANCE ELEMENTARY,http://watkinsnance.richlandone.org/,4001092,ELEM,D,61,61,,,,
RICHLAND 1,"Forest Heights Elementary, 2500 Blue Ridge Terrace, Columbia, SC, 29203",FOREST HEIGHTS ELEMENTARY,http://forestheights.richlandone.org/,4001093,ELEM,A,92.3,92.3,,,,
RICHLAND 1,"Brockman Elementary, 2245 Montclair Drive, Columbia, SC, 29206",BROCKMAN ELEMENTARY,http://brockman.richlandone.org/,4001094,ELEM,A,100,100,,,,
RICHLAND 1,"Richland One Charter Middle College, 316 South Beltline Boulevard, Columbia, SC, 29205",RICHLAND 1 MIDDLE COLLEGE,http://romc.richlandone.org/,4001601,HIGH,*,,,,,,
RICHLAND 1,#N/A,MIDLANDS MATH & BUSINESS ACADEMY,#N/A,4001602,COMBO,*,,,,,,
RICHLAND 1,"Carolina School for Inquiry, 7405-A Fairfield Road, Columbia, SC, 29203",CAROLINA SCHOOL FOR INQUIRY,http://www.carolinaschoolforinquiry.com/,4001603,ELEM,A,95,95,,,,
RICHLAND 1,"Hall Institute, 1800 Colonial Drive, Columbia, SC, 29203",HALL INSTITUTE,0,4001901,COMBO,*,,,,,,
RICHLAND 1,"Pendergrass Fairwold School, 5935 Token Street, Columbia, SC, 29203",PENDERGRASS FAIRWOLD SCHOOL,http://fairwold.richlandone.org/,4001905,COMBO,*,,,,,,
RICHLAND 2,"Spring Valley High, 120 Sparkleberry Lane, Columbia, SC, 29229",SPRING VALLEY HIGH,https://www.richland2.org/svh/pages/default.aspx,4002069,HIGH,A,90.7,,,,,90.7
RICHLAND 2,"Bethel-Hanberry Elementary, 125 Boney Road, Blythewood, SC, 29016",BETHEL-HANBERRY ELEMENTARY,https://www.richland2.org/bhe/pages/default.aspx,4002070,ELEM,A,93.9,93.9,,,,
RICHLAND 2,"Dent Middle, 2721 Decker Boulevard, Columbia, SC, 29206",DENT MIDDLE,https://www.richland2.org/dm/pages/default.aspx,4002072,MIDD,C,79.3,,,79.3,,
RICHLAND 2,"L. W. Conder Elementary, 8040 Hunt Club Road, Columbia, SC, 29223",L W CONDER ELEMENTARY,https://www.richland2.org/ce/pages/default.aspx,4002073,ELEM,A,96.6,96.6,,,,
RICHLAND 2,"Forest Lake Elementary, 6801 Brookfield Road, Columbia, SC, 29206",FOREST LAKE ELEMENTARY,https://www.richland2.org/fle/pages/default.aspx,4002074,ELEM,B,84.3,84.3,,,,
RICHLAND 2,"Joseph Keels Elementary, 7500 Springcrest Drive, Columbia, SC, 29223",JOSEPH KEELS ELEMENTARY,https://www.richland2.org/jke/pages/default.aspx,4002075,ELEM,F,48.8,48.8,,,,
RICHLAND 2,"L. B. Nelson Elementary, 225 North Brickyard Road, Columbia, SC, 29223",L B NELSON ELEMENTARY,https://www.richland2.org/ne/pages/default.aspx,4002076,ELEM,C,79.9,79.9,,,,
RICHLAND 2,"Windsor Elementary, 9800 Dunbarton Drive, Columbia, SC, 29223",WINDSOR ELEMENTARY,https://www.richland2.org/we/pages/default.aspx,4002077,ELEM,F,56.2,56.2,,,,
RICHLAND 2,"E. L. Wright Middle, 2740 Alpine Road, Columbia, SC, 29223",E L WRIGHT MIDDLE,https://www.richland2.org/elwm/pages/default.aspx,4002078,COMBO,C,71.8,100,,68.1,,
RICHLAND 2,"Richland Northeast High, 7500 Brookfield Road, Columbia, SC, 29223",RICHLAND NORTHEAST HIGH,https://www.richland2.org/rnh/pages/default.aspx,4002079,HIGH,F,54.2,,,,,54.2
RICHLAND 2,"North Springs Elementary, 1300 Clemson Road, Columbia, SC, 29229",NORTH SPRINGS ELEMENTARY,https://www.richland2.org/nse/Pages/default.aspx,4002080,ELEM,A,94.2,94.2,,,,
RICHLAND 2,"Pontiac Elementary, 500 Spears Creek Church Road, Elgin, SC, 29045",PONTIAC ELEMENTARY,https://www.richland2.org/pe/pages/default.aspx,4002081,ELEM,B,84.3,84.3,,,,
RICHLAND 2,"Summit Parkway Middle, 200 Summit Parkway, Columbia, SC, 29229",SUMMIT PARKWAY MIDDLE,https://www.richland2.org/spm/pages/default.aspx,4002082,COMBO,C,71.4,99,,66.9,,
RICHLAND 2,"Rice Creek Elementary, 4751 Hard Scrabble Road, Columbia, SC, 29229",RICE CREEK ELEMENTARY,https://www.richland2.org/rce/pages/default.aspx,4002083,ELEM,A,96.6,96.6,,,,
RICHLAND 2,"Ridge View High, 4801 Hard Scrabble Road, Columbia, SC, 29229",RIDGE VIEW HIGH,https://www.richland2.org/rvh/pages/default.aspx,4002084,HIGH,C,75.1,,,,,75.1
RICHLAND 2,"Blythewood Middle, 2351 Longtown Road East, Blythewood, SC, 29016",BLYTHEWOOD MIDDLE,https://www.richland2.org/bm/pages/default.aspx,4002085,MIDD,B,86.1,,,86.1,,
RICHLAND 2,"Killian Elementary, 2621 Clemson Road, Columbia, SC, 29229",KILLIAN ELEMENTARY,https://www.richland2.org/ke/pages/default.aspx,4002086,ELEM,F,53.1,53.1,,,,
RICHLAND 2,"Bookman Road Elementary, 1245 Bookman Road, Elgin, SC, 29045",BOOKMAN ROAD ELEMENTARY,https://www.richland2.org/bre/Pages/default.aspx,4002087,ELEM,A,98.6,98.6,,,,
RICHLAND 2,"Lake Carolina Elementary, 1151 Kelly Mill Road, Blythewood, SC, 29016",LAKE CAROLINA ELEMENTARY,https://www.richland2.org/lce/pages/default.aspx,4002089,ELEM,A,100,100,,,,
RICHLAND 2,"Round Top Elementary, 449 Rimer Pond Road, Blythewood, SC, 29016",ROUND TOP ELEMENTARY,https://www.richland2.org/rte/pages/default.aspx,4002090,ELEM,B,87.1,87.1,,,,
RICHLAND 2,"Kelly Mill Middle, 1141 Kelly Mill Road, Blythewood, SC, 29016",KELLY MILL MIDDLE,https://www.richland2.org/kmm/Pages/default.aspx,4002091,COMBO,B,83.5,20.5,,89.1,,
RICHLAND 2,"Blythewood High, 10901 Wilson Boulevard, Blythewood, SC, 29016",BLYTHEWOOD HIGH,https://www.richland2.org/bh/pages/default.aspx,4002092,HIGH,B,80.9,,,,,80.9
RICHLAND 2,"Sandlapper Elementary, 1001 Longtown Road, Columbia, SC, 29229",SANDLAPPER ELEMENTARY,https://www.richland2.org/se/pages/default.aspx,4002093,ELEM,B,84.3,84.3,,,,
RICHLAND 2,"Polo Road Elementary, 1250 Polo Road, Columbia, SC, 29223",POLO ROAD ELEMENTARY,https://www.richland2.org/pre/Pages/default.aspx,4002094,ELEM,A,91.3,91.3,,,,
RICHLAND 2,"Longleaf Middle, 1160 Longreen Parkway, Columbia, SC, 29229",LONGLEAF MIDDLE,https://www.richland2.org/lm/pages/default.aspx,4002095,MIDD,D,60.3,,,60.3,,
RICHLAND 2,"Bridge Creek Elementary, 121 Bombing Range Road, Elgin, SC, 29045",BRIDGE CREEK ELEMENTARY,https://www.richland2.org/bce/pages/default.aspx,4002096,ELEM,B,86.6,86.6,,,,
RICHLAND 2,"Langford Elementary, 480 Langford Road, Blythewood, SC, 29016",LANGFORD ELEMENTARY,https://www.richland2.org/le/pages/default.aspx,4002097,ELEM,A,97.4,97.4,,,,
RICHLAND 2,"Muller Road Middle, 1031 Muller Road, Blythewood, SC, 29016",MULLER ROAD MIDDLE,https://www.richland2.org/mrm/Pages/default.aspx,4002098,MIDD,C,74.8,,,74.8,,
RICHLAND 2,"Westwood High, 180 Turkey Farm Road, Blythewood, SC, 29206",WESTWOOD HIGH,https://www.richland2.org/wh/Pages/default.aspx,4002100,HIGH,*,,,,,,
RICHLAND 2,"Catawba Trail Elementary, 1080 Old National Highway, Elgin, SC, 29045",CATAWBA TRAIL ELEMENTARY,https://www.richland2.org/cte/pages/default.aspx,4002101,ELEM,A,98.6,98.6,,,,
RICHLAND 2,"Richland Two Charter High, 750 Old Clemson Road, Columbia, SC, 29229",RICHLAND TWO CHARTER HIGH,https://www.richland2.org/charterhigh/pages/default.aspx,4002600,HIGH,*,,,,,,
SALUDA,"Saluda High, 160 Ivory Key Road, Saluda, SC, 29138",SALUDA HIGH,http://www.saludaschools.org/Domain/300,4101003,HIGH,B,83.8,,,,,83.8
SALUDA,"Saluda Middle, 140 Ivory Key Road, Saluda, SC, 29138",SALUDA MIDDLE,http://www.saludaschools.org/Domain/225,4101005,MIDD,B,83.3,,,83.3,,
SALUDA,"Saluda Elementary, 400 West Butler Avenue, Saluda, SC, 29138",SALUDA ELEMENTARY,http://www.saludaschools.org/Domain/98,4101006,ELEM,B,89.9,89.9,,,,
SALUDA,"Hollywood Elementary, 1261 Hollywood Road, Saluda, SC, 29138",HOLLYWOOD ELEMENTARY,http://www.saludaschools.org/Domain/154,4101010,ELEM,A,95.2,95.2,,,,
SPARTANBURG 1,"Chapman High, 1420 Compton Bridge Road, Inman, SC, 29349",CHAPMAN HIGH,http://www.spart1.org/chs/ ,4201002,HIGH,B,87.5,,,,,87.5
SPARTANBURG 1,"Landrum High, 18818 Asheville Highway, Landrum, SC, 29356",LANDRUM HIGH,http://www.spart1.org/lhs/ ,4201003,HIGH,A,99.5,,,,,99.5
SPARTANBURG 1,"T. E. Mabry Middle, 35 Oakland Avenue, Inman, SC, 29349",T E MABRY MIDDLE,http://www.spart1.org/mms/,4201004,MIDD,A,90.3,,,90.3,,
SPARTANBURG 1,"Campobello-Gramling School, 250 Fagan Avenue, Campobello, SC, 29322",CAMPOBELLO-GRAMLING SCHOOL,http://www.spart1.org/cgs/,4201006,COMBO,A,92.5,100,,85.8,,
SPARTANBURG 1,"O. P. Earle Elementary, 100 Redland Road, Landrum, SC, 29356",O P EARLE ELEMENTARY,http://www.spart1.org/ope/,4201007,ELEM,A,100,100,,,,
SPARTANBURG 1,"Holly Springs-Motlow Elementary, 325 Motlow School Road, Campobello, SC, 29322",HOLLY SPRINGS-MOTLOW ELEMENTARY,http://www.spart1.org/hsm/,4201009,COMBO,A,99.7,100,,99,,
SPARTANBURG 1,"Inman Elementary, 25 Oakland Avenue, Inman, SC, 29349",INMAN ELEMENTARY,http://www.spart1.org/ies/,4201010,ELEM,A,96.8,96.8,,,,
SPARTANBURG 1,"New Prospect Elementary, 9251 Highway 9, Inman, SC, 29349",NEW PROSPECT ELEMENTARY,http://www.spart1.org/npe/,4201011,COMBO,A,100,100,,100,,
SPARTANBURG 1,"Landrum Middle, 102 Redland Road, Landrum, SC, 29349",LANDRUM MIDDLE,http://www.spart1.org/lms/,4201087,MIDD,A,96.2,,,96.2,,
SPARTANBURG 1,"Inman Intermediate, 10 West Miller Street, Inman, SC, 29349",INMAN INTERMEDIATE,http://www.spart1.org/iis/,4201088,COMBO,A,98.7,99.2,,98,,
SPARTANBURG 2,"Boiling Springs High, 2251 Old Furnace Road, Boiling Springs, SC, 29316",BOILING SPRINGS HIGH,http://www.spartanburg2.k12.sc.us/bsh/index.htm,4202012,HIGH,B,85.7,,,,,85.7
SPARTANBURG 2,"Chesnee High, 795 South Alabama Avenue, Chesnee, SC, 29323",CHESNEE HIGH,http://www.spartanburg2.k12.sc.us/CHS/Index.html,4202013,HIGH,A,91.3,,,,,91.3
SPARTANBURG 2,"Boiling Springs Middle, 4801 Highway 9, Inman, SC, 29349",BOILING SPRINGS MIDDLE,http://www.spartanburg2.k12.sc.us/BSJ/index.htm,4202014,MIDD,A,96.6,,,96.6,,
SPARTANBURG 2,"Boiling Springs Elementary, 700 Double Bridge Road, Boiling Springs, SC, 29316",BOILING SPRINGS ELEMENTARY,http://www.spartanburg2.k12.sc.us/BSE/Index.htm,4202015,ELEM,B,85,85,,,,
SPARTANBURG 2,"Chesnee Elementary, 985 Fairfield Road, Chesnee, SC, 29323",CHESNEE ELEMENTARY,http://www.spartanburg2.k12.sc.us/CES/index.htm,4202018,ELEM,B,84.8,84.8,,,,
SPARTANBURG 2,"Cooley Springs-Fingerville Elementary, 140 Cooley Springs School Road, Chesnee, SC, 29323",COOLEY SPRINGS-FINGERVILLE ELEME,http://www.spartanburg2.k12.sc.us/CSF/index.htm,4202019,ELEM,A,92.4,92.4,,,,
SPARTANBURG 2,"James H. Hendrix  Elementary, 1084 Springfield Road, Boiling Springs, SC, 29316",JAMES HENDRIX ELEMENTARY,http://www.spartanburg2.k12.sc.us/HES/index.htm,4202020,ELEM,A,97.3,97.3,,,,
SPARTANBURG 2,"Mayo Elementary, 1300 Springdale Road,, Mayo, SC, 29368",MAYO ELEMENTARY,http://www.spartanburg2.k12.sc.us/MES/index.htm,4202023,ELEM,A,95,95,,,,
SPARTANBURG 2,"Boiling Springs Intermediate, 2055 Hanging Rock Road, Boiling Springs, SC, 29316",BOILING SPRINGS INTERMEDIATE,http://www.spartanburg2.k12.sc.us/bsi/,4202024,ELEM,B,89.5,89.5,,,,
SPARTANBURG 2,"Chesnee Middle, 805 South Alabama Avenue, Chesnee, SC, 29323",CHESNEE MIDDLE,http://www.spartanburg2.k12.sc.us/CMS/index.htm,4202086,MIDD,A,94.1,,,94.1,,
SPARTANBURG 2,"Carlisle-Foster's Grove Elementary, 625 Foster's Grove Road, Chesnee, SC, 29323",CARLISLE-FOSTERS GROVE ELEMENTA,http://www.spartanburg2.k12.sc.us/cfg/,4202087,ELEM,A,96.5,96.5,,,,
SPARTANBURG 2,"Oakland Elementary, 151 Mud Creek Road, Inman, SC, 29349",OAKLAND ELEMENTARY,http://www.spartanburg2.k12.sc.us/OES/index.htm,4202088,ELEM,A,94.8,94.8,,,,
SPARTANBURG 2,"Rainbow Lake Middle, 1951 Riveroak Road, Chesnee, SC, 29323",RAINBOW LAKE MIDDLE,http://www.spartanburg2.k12.sc.us/rlm/index.htm ,4202089,MIDD,A,98.1,,,98.1,,
SPARTANBURG 3,"Cowpens Middle, 150 Foster Street, Cowpens, SC, 29330",COWPENS MIDDLE,http://cms.spartanburg3.org/,4203025,MIDD,B,87.9,,,87.9,,
SPARTANBURG 3,"Gettys D. Broome High, 381 Cherry Hill Road, Spartanburg, SC, 29307",BROOME HIGH,http://broome.spartanburg3.org/,4203026,HIGH,C,77.7,,,,,77.7
SPARTANBURG 3,"Middle School of Pacolet, 850 Sunny Acres Road, Pacolet, SC, 29372",MIDDLE SCHOOL OF PACOLET,http://msp.spartanburg3.org/,4203027,MIDD,B,89.6,,,89.6,,
SPARTANBURG 3,"Cannons Elementary, 1315 Old Converse Road, Spartanburg, SC, 29307",CANNONS ELEMENTARY,http://cannons.spartanburg3.org/,4203028,ELEM,A,97.4,97.4,,,,
SPARTANBURG 3,"Cowpens Elementary, 341 Foster Street, Cowpens, SC, 29330",COWPENS ELEMENTARY,http://cowpens.spartanburg3.org/,4203030,ELEM,B,87.2,87.2,,,,
SPARTANBURG 3,"Clifdale Elementary, 451 Heritage Hills Road, Spartanburg, SC, 29307",CLIFDALE ELEMENTARY,http://clifdale.spartanburg3.org/,4203031,ELEM,A,99,99,,,,
SPARTANBURG 3,"Pacolet Elementary, 150 McDowell Street, Pacolet, SC, 29372",PACOLET ELEMENTARY,http://pacolet.spartanburg3.org/,4203034,ELEM,A,90.4,90.4,,,,
SPARTANBURG 4,"Woodruff Middle, 205 S. J. Workman Highway, Woodruff, SC, 29388",WOODRUFF MIDDLE,http://spartanburg4.publishpath.com/woodruff-middle-school,4204035,MIDD,A,97.3,,,97.3,,
SPARTANBURG 4,"Woodruff High, 710 Cross Anchor Highway, Woodruff, SC, 29388",WOODRUFF HIGH,http://spartanburg4.publishpath.com/woodruff-high-school,4204036,HIGH,A,91.4,,,,,91.4
SPARTANBURG 4,"Woodruff Elementary, 915 Cross Anchor Road, Woodruff, SC, 29388",WOODRUFF ELEMENTARY,http://spartanburg4.publishpath.com/woodruff-elementary-school,4204042,ELEM,B,88,88,,,,
SPARTANBURG 5,"James F. Byrnes High, 150 East Main Street, Duncan, SC, 29334",JAMES F BYRNES HIGH,http://www.spart5.net/bhs/site/default.asp,4205043,HIGH,A,90.7,,,,,90.7
SPARTANBURG 5,"D. R. Hill Middle, 1303 Holly Springs Road, Lyman, SC, 29365",D R HILL MIDDLE,http://www.spart5.net/drh/site/default.asp,4205045,MIDD,A,91.9,,,91.9,,
SPARTANBURG 5,"Duncan Elementary, 100 South Danzler Road, Duncan, SC, 29334",DUNCAN ELEMENTARY,http://www.spart5.net/des/site/default.asp,4205046,ELEM,A,93.7,93.7,,,,
SPARTANBURG 5,"Reidville Elementary, 300 College Street, Reidville, SC, 29375",REIDVILLE ELEMENTARY,http://www.spart5.net/rves/site/default.asp,4205049,ELEM,A,94,94,,,,
SPARTANBURG 5,"Wellford Academy of Science and Techology, 864 Syphrit Road, Wellford, SC, 29385",WELLFORD ACADEMY OF SCIENCE & TE,http://www.spart5.net/Domain/364,4205052,ELEM,A,100,100,,,,
SPARTANBURG 5,"Beech Springs Intermediate, 200 South Danzler Road, Duncan, SC, 29334",BEECH SPRINGS INTERMEDIATE,http://www.spart5.net/bsis/site/default.asp,4205089,COMBO,B,89.8,87.7,,91.8,,
SPARTANBURG 5,"River Ridge Elementary, 5960 Reidville Road, Moore, SC, 29369",RIVER RIDGE ELEMENTARY,http://www.spart5.net/rres/site/default.asp,4205090,ELEM,A,96,96,,,,
SPARTANBURG 5,"Berry Shoals Intermediate, 300 Shoals Road, Duncan, SC, 29334",BERRY SHOALS INTERMEDIATE,http://www.spart5.net/brsh/site/default.asp,4205091,COMBO,A,98,96.7,,99.3,,
SPARTANBURG 5,"Florence Chapel Middle, 290 Shoals Road, Duncan, SC, 29334",FLORENCE CHAPEL MIDDLE,http://www.spart5.net/Domain/567,4205092,MIDD,A,94.9,,,94.9,,
SPARTANBURG 5,"Abner Creek Academy, 2050 Abner Creek Road, Duncan, SC, 29334",ABNER CREEK ACADEMY,http://www.spart5.net/site/Default.aspx?PageID=351,4205094,ELEM,A,99,99,,,,
SPARTANBURG 5,"Lyman Elementary, 1221 Holly Springs Road, Lyman, SC, 29365",LYMAN ELEMENTARY,http://www.spart5.net/les/site/default.asp,4205095,ELEM,B,84.4,84.4,,,,
SPARTANBURG 6,"Dorman High, 1050 Cavalier Way, Roebuck, SC, 29376",DORMAN HIGH,http://www.dormanhigh.org/,4206053,HIGH,B,83.2,,,,,83.2
SPARTANBURG 6,"Fairforest Middle, 4120 North Blackstock Road, Spartanburg, SC, 29301",FAIRFOREST MIDDLE,http://ffm.spartanburg6.k12.sc.us/,4206054,MIDD,B,80.6,,,80.6,,
SPARTANBURG 6,"L. E. Gable Middle, 198 Ott Shoals Road, Roebuck, SC, 29376",L E GABLE MIDDLE,http://leg.spartanburg6.k12.sc.us/,4206056,MIDD,B,85.1,,,85.1,,
SPARTANBURG 6,"Arcadia Elementary, 375 Spring Street, Spartanburg, SC, 29301",ARCADIA ELEMENTARY,http://ae.spartanburg6.k12.sc.us/,4206057,ELEM,A,92.3,92.3,,,,
SPARTANBURG 6,"Fairforest Elementary, 1005 Mount Zion Road, Spartanburg, SC, 29303",FAIRFOREST ELEMENTARY,http://ffe.spartanburg6.k12.sc.us/,4206058,ELEM,B,83.2,83.2,,,,
SPARTANBURG 6,"R. P. Dawkins Middle, 1300 East Blackstock Road, Moore, SC, 29369",R P DAWKINS MIDDLE,http://dms.spartanburg6.k12.sc.us/,4206060,MIDD,B,86.7,,,86.7,,
SPARTANBURG 6,"Lone Oak Elementary, 7314 Lone Oak Road, Spartanburg, SC, 29303",LONE OAK ELEMENTARY,http://loe.spartanburg6.k12.sc.us/,4206061,ELEM,B,80.9,80.9,,,,
SPARTANBURG 6,"Pauline Glenn Springs Elementary, 2957 Highway 56, Pauline, SC, 29374",PAULINE-GLENN SPRINGS ELEMENTARY,http://pge.spartanburg6.k12.sc.us/,4206062,ELEM,B,84.1,84.1,,,,
SPARTANBURG 6,"Jesse S. Bobo Elementary, 495 Powell Mill Road, Spartanburg, SC, 29301",JESSE S BOBO ELEMENTARY,http://jsb.spartanburg6.k12.sc.us/,4206065,ELEM,F,40.6,40.6,,,,
SPARTANBURG 6,"West View Elementary, 400 Oak Grove Road, Spartanburg, SC, 29301",WEST VIEW ELEMENTARY,http://wve.spartanburg6.k12.sc.us/,4206066,ELEM,A,90.9,90.9,,,,
